Person,Date of birth,Birthplace,Country of birth,Award,Edition,Movie,Year of award,Bio NNDB,Bio IMDb,Bio Wikipedia,imdbID,movieID,movie_IMDB_Link,,Birth Year,Age When Award
Tatum O'Neal,1963/2/5,Los Angeles,United States of America,Best Supporting Actress,46th Academy Awards,Paper Moon,1973,https://www.nndb.com/people/104/000024032,https://www.imdb.com/name/nm0001575,https://en.wikipedia.org/wiki/Tatum_O%27Neal,nm0001575,tt0070510,https://www.imdb.com/title/tt0070510/,,1963,10
John Houseman,1902/9/22,Bucharest,Romania,Best Supporting Actor,46th Academy Awards,The Paper Chase,1973,https://www.nndb.com/people/686/000042560,https://www.imdb.com/name/nm0002144,https://en.wikipedia.org/wiki/John_Houseman,nm0002144,tt0070509,https://www.imdb.com/title/tt0070509/,,1902,71
Chris Newman,1940/2/17,New York City,United States of America,Best Sound Mixing,46th Academy Awards,The Exorcist,1973,,https://www.imdb.com/name/nm0628039,https://en.wikipedia.org/wiki/Chris_Newman_(sound_engineer),nm0628039,tt0070047,https://www.imdb.com/title/tt0070047/,,1940,33
Glenda Jackson,1936/5/9,Birkenhead,United Kingdom,Best Actress,46th Academy Awards,A Touch of Class,1973,https://www.nndb.com/people/799/000063610,https://www.imdb.com/name/nm0413559,https://en.wikipedia.org/wiki/Glenda_Jackson,nm0413559,tt0070819,https://www.imdb.com/title/tt0070819/,,1936,37
Francis Ford Coppola,1939/4/7,Detroit,United States of America,"Best Writing, Adapted Screenplay",45th Academy Awards,The Godfather,1972,https://www.nndb.com/people/866/000022800,https://www.imdb.com/name/nm0000338,https://en.wikipedia.org/wiki/Francis_Ford_Coppola,nm0000338,tt1113794,https://www.imdb.com/title/tt1113794/,,1939,33
Marlon Brando,1924/4/3,Omaha,United States of America,Best Actor,45th Academy Awards,The Godfather,1972,https://www.nndb.com/people/721/000022655,https://www.imdb.com/name/nm0000008,https://en.wikipedia.org/wiki/Marlon_Brando,nm0000008,tt1113794,https://www.imdb.com/title/tt1113794/,,1924,48
Joel Grey,1932/4/11,Cleveland,United States of America,Best Supporting Actor,45th Academy Awards,Cabaret,1972,https://www.nndb.com/people/853/000048709,https://www.imdb.com/name/nm0001297,https://en.wikipedia.org/wiki/Joel_Grey,nm0001297,tt0068327,https://www.imdb.com/title/tt0068327/,,1932,40
Rolf Zehetbauer,1929/2/13,Munich,Germany,Best Production Design,45th Academy Awards,Cabaret,1972,,https://www.imdb.com/name/nm0954250,https://en.wikipedia.org/wiki/Rolf_Zehetbauer,nm0954250,tt0068327,https://www.imdb.com/title/tt0068327/,,1929,43
Richard Williams,1933/3/19,Toronto,Canada,Best Animated Short Film,45th Academy Awards,A Christmas Carol,1972,,https://www.imdb.com/name/nm0931530,https://en.wikipedia.org/wiki/Richard_Williams_(animator),nm0931530,tt0068373,https://www.imdb.com/title/tt0068373/,,1933,39
William Friedkin,1935/8/29,Chicago,United States of America,Best Director,44th Academy Awards,The French Connection,1971,https://www.nndb.com/people/112/000024040,https://www.imdb.com/name/nm0001243,https://en.wikipedia.org/wiki/William_Friedkin,nm0001243,tt0067116,https://www.imdb.com/title/tt0067116/,,1935,36
Jane Fonda,1937/12/21,New York City,United States of America,Best Actress,44th Academy Awards,Klute,1971,https://www.nndb.com/people/637/000022571,https://www.imdb.com/name/nm0000404,https://en.wikipedia.org/wiki/Jane_Fonda,nm0000404,tt0067309,https://www.imdb.com/title/tt0067309/,,1937,34
John Lennon,1940/10/9,Liverpool,United Kingdom,Best Original Song Score,43rd Academy Awards,Let It Be,1971,https://www.nndb.com/people/294/000026216,https://www.imdb.com/name/nm0006168,https://en.wikipedia.org/wiki/John_Lennon,nm0006168,tt0065976,https://www.imdb.com/title/tt0065976/,,1940,31
Ben Johnson,1918/6/13,Foraker,United States of America,Best Supporting Actor,44th Academy Awards,The Last Picture Show,1971,https://www.nndb.com/people/425/000064233,https://www.imdb.com/name/nm0424565,https://en.wikipedia.org/wiki/Ben_Johnson_(actor),nm0424565,tt0067328,https://www.imdb.com/title/tt0067328/,,1918,53
Yvonne Blake,1940/4/17,Manchester,United Kingdom,Best Costume Design,44th Academy Awards,Nicholas and Alexandra,1971,,https://www.imdb.com/name/nm0086762,https://en.wikipedia.org/wiki/Yvonne_Blake,nm0086762,tt0067483,https://www.imdb.com/title/tt0067483/,,1940,31
Antonio C??novas del Castillo de Rey,1908/12/13,Madrid,Spain,Best Costume Design,44th Academy Awards,Nicholas and Alexandra,1971,,https://www.imdb.com/name/nm0145016,https://en.wikipedia.org/wiki/Antonio_Castillo_(costume_designer),nm0145016,tt0067483,https://www.imdb.com/title/tt0067483/,,1908,63
Francis Ford Coppola,1939/4/7,Detroit,United States of America,"Best Writing, Original Screenplay",43rd Academy Awards,Patton,1970,https://www.nndb.com/people/866/000022800,https://www.imdb.com/name/nm0000338,https://en.wikipedia.org/wiki/Francis_Ford_Coppola,nm0000338,tt0066206,https://www.imdb.com/title/tt0066206/,,1939,31
Maggie Smith,1934/12/28,Ilford,United Kingdom,Best Actress,42nd Academy Awards,The Prime of Miss Jean Brodie,1970,https://www.nndb.com/people/260/000030170,https://www.imdb.com/name/nm0001749,https://en.wikipedia.org/wiki/Maggie_Smith,nm0001749,tt0064840,https://www.imdb.com/title/tt0064840/,,1934,36
Glenda Jackson,1936/5/9,Birkenhead,United Kingdom,Best Actress,43rd Academy Awards,Women in Love,1970,https://www.nndb.com/people/799/000063610,https://www.imdb.com/name/nm0413559,https://en.wikipedia.org/wiki/Glenda_Jackson,nm0413559,tt0066579,https://www.imdb.com/title/tt0066579/,,1936,34
John Mills,1908/2/22,Felixstowe,United Kingdom,Best Supporting Actor,43rd Academy Awards,Ryan's Daughter,1970,https://www.nndb.com/people/701/000030611,https://www.imdb.com/name/nm0590055,https://en.wikipedia.org/wiki/John_Mills,nm0590055,tt0066319,https://www.imdb.com/title/tt0066319/,,1908,62
Helen Hayes,1900/10/10,"Washington, D.C.",United States of America,Best Supporting Actress,43rd Academy Awards,Airport,1970,https://www.nndb.com/people/908/000031815,https://www.imdb.com/name/nm0371040,https://en.wikipedia.org/wiki/Helen_Hayes,nm0371040,tt0065377,https://www.imdb.com/title/tt0065377/,,1900,70
Gig Young,1913/11/4,St. Cloud,United States of America,Best Supporting Actor,42nd Academy Awards,"They Shoot Horses, Don't They?",1969,https://www.nndb.com/people/110/000063918,https://www.imdb.com/name/nm0949574,https://en.wikipedia.org/wiki/Gig_Young,nm0949574,tt0065088,https://www.imdb.com/title/tt0065088/,,1913,56
George Kennedy,1925/2/18,New York City,United States of America,Best Supporting Actor,40th Academy Awards,Cool Hand Luke,1968,https://www.nndb.com/people/001/000022932,https://www.imdb.com/name/nm0001421,https://en.wikipedia.org/wiki/George_Kennedy,nm0001421,tt0061512,https://www.imdb.com/title/tt0061512/,,1925,43
John Barry,1933/11/3,York,United Kingdom,"Best Original Score, no Musical",41st Academy Awards,The Lion in Winter,1968,https://www.nndb.com/people/609/000031516,https://www.imdb.com/name/nm0000290,https://en.wikipedia.org/wiki/John_Barry_(composer),nm0000290,tt0063227,https://www.imdb.com/title/tt0063227/,,1933,35
Katharine Hepburn,1907/5/12,Hartford,United States of America,Best Actress,41st Academy Awards,The Lion in Winter,1968,https://www.nndb.com/people/775/000023706,https://www.imdb.com/name/nm0000031,https://en.wikipedia.org/wiki/Katharine_Hepburn,nm0000031,tt0063227,https://www.imdb.com/title/tt0063227/,,1907,61
Stanley Kubrick,1928/7/26,The Bronx,United States of America,Best Visual Effects,41st Academy Awards,2001: A Space Odyssey,1968,https://www.nndb.com/people/475/000022409,https://www.imdb.com/name/nm0000040,https://en.wikipedia.org/wiki/Stanley_Kubrick,nm0000040,tt0062622,https://www.imdb.com/title/tt0062622/,,1928,40
Mel Brooks,1926/6/28,Brooklyn,United States of America,"Best Writing, Original Screenplay",41st Academy Awards,The Producers,1968,https://www.nndb.com/people/542/000022476,https://www.imdb.com/name/nm0000316,https://en.wikipedia.org/wiki/Mel_Brooks,nm0000316,tt0063462,https://www.imdb.com/title/tt0063462/,,1926,42
Estelle Parsons,1927/11/20,Marblehead,United States of America,Best Supporting Actress,40th Academy Awards,Bonnie and Clyde,1968,https://www.nndb.com/people/475/000032379,https://www.imdb.com/name/nm0663820,https://en.wikipedia.org/wiki/Estelle_Parsons,nm0663820,tt0061418,https://www.imdb.com/title/tt0061418/,,1927,41
Jack Albertson,1907/6/16,Malden,United States of America,Best Supporting Actor,41st Academy Awards,The Subject Was Roses,1968,https://www.nndb.com/people/559/000049412,https://www.imdb.com/name/nm0016776,https://en.wikipedia.org/wiki/Jack_Albertson,nm0016776,tt0063654,https://www.imdb.com/title/tt0063654/,,1907,61
Charles Guggenheim,1924/3/31,Cincinnati,United States of America,Best Live Action Short Film,41st Academy Awards,Robert Kennedy Remembered,1968,,https://www.imdb.com/name/nm0346549,https://en.wikipedia.org/wiki/Charles_Guggenheim,nm0346549,tt0063514,https://www.imdb.com/title/tt0063514/,,1924,44
Fred Zinnemann,1907/4/29,Rzesz??w,Poland,Best Director,39th Academy Awards,A Man for All Seasons,1967,https://www.nndb.com/people/538/000032442,https://www.imdb.com/name/nm0003593,https://en.wikipedia.org/wiki/Fred_Zinnemann,nm0003593,tt0060665,https://www.imdb.com/title/tt0060665/,,1907,60
John Barry,1933/11/3,York,United Kingdom,Best Original Score,39th Academy Awards,Born Free,1967,https://www.nndb.com/people/609/000031516,https://www.imdb.com/name/nm0000290,https://en.wikipedia.org/wiki/John_Barry_(composer),nm0000290,tt0060182,https://www.imdb.com/title/tt0060182/,,1933,34
Elmer Bernstein,1922/4/4,New York City,United States of America,Best Original Score,40th Academy Awards,Thoroughly Modern Millie,1967,https://www.nndb.com/people/893/000022827,https://www.imdb.com/name/nm0000930,https://en.wikipedia.org/wiki/Elmer_Bernstein,nm0000930,tt0062362,https://www.imdb.com/title/tt0062362/,,1922,45
Katharine Hepburn,1907/5/12,Hartford,United States of America,Best Actress,40th Academy Awards,Guess Who's Coming to Dinner,1967,https://www.nndb.com/people/775/000023706,https://www.imdb.com/name/nm0000031,https://en.wikipedia.org/wiki/Katharine_Hepburn,nm0000031,tt0061735,https://www.imdb.com/title/tt0061735/,,1907,60
Elizabeth Taylor,1932/2/27,Hampstead Garden Suburb,United Kingdom,Best Actress,39th Academy Awards,Who's Afraid of Virginia Woolf?,1966,https://www.nndb.com/people/624/000023555,https://www.imdb.com/name/nm0000072,https://en.wikipedia.org/wiki/Elizabeth_Taylor,nm0000072,tt0061184,https://www.imdb.com/title/tt0061184/,,1932,34
Paul Francis Webster,1907/12/20,New York City,United States of America,Best Original Song,38th Academy Awards,The Shadow of Your Smile,1966,https://www.nndb.com/people/544/000205926,https://www.imdb.com/name/nm0916990,https://en.wikipedia.org/wiki/Paul_Francis_Webster,nm0916990,tt3481722,https://www.imdb.com/title/tt3481722/,,1907,59
Johnny Mandel,1925/11/23,New York City,United States of America,Best Original Song,38th Academy Awards,The Shadow of Your Smile,1966,,https://www.imdb.com/name/nm0006184,https://en.wikipedia.org/wiki/Johnny_Mandel,nm0006184,tt3481722,https://www.imdb.com/title/tt3481722/,,1925,41
Walter Matthau,1920/10/1,New York City,United States of America,Best Supporting Actor,39th Academy Awards,The Fortune Cookie,1966,https://www.nndb.com/people/768/000023699,https://www.imdb.com/name/nm0000527,https://en.wikipedia.org/wiki/Walter_Matthau,nm0000527,tt0060424,https://www.imdb.com/title/tt0060424/,,1920,46
Andr?? Previn,1929/4/6,Berlin,Germany,"Best Score, Adaptation or Treatment",37th Academy Awards,My Fair Lady,1965,https://www.nndb.com/people/299/000023230,https://www.imdb.com/name/nm0006238,https://en.wikipedia.org/wiki/Andr%C3%A9_Previn,nm0006238,tt0058385,https://www.imdb.com/title/tt0058385/,,1929,36
Shelley Winters,1920/8/18,East St. Louis,United States of America,Best Supporting Actress,38th Academy Awards,A Patch of Blue,1965,https://www.nndb.com/people/859/000022793,https://www.imdb.com/name/nm0001859,https://en.wikipedia.org/wiki/Shelley_Winters,nm0001859,tt0059573,https://www.imdb.com/title/tt0059573/,,1920,45
Martin Balsam,1919/11/4,New York City,United States of America,Best Supporting Actor,38th Academy Awards,A Thousand Clowns,1965,https://www.nndb.com/people/111/000063919,https://www.imdb.com/name/nm0000842,https://en.wikipedia.org/wiki/Martin_Balsam,nm0000842,tt0059798,https://www.imdb.com/title/tt0059798/,,1919,46
Lee Marvin,1924/2/19,New York City,United States of America,Best Actor,38th Academy Awards,Cat Ballou,1965,https://www.nndb.com/people/314/000026236,https://www.imdb.com/name/nm0001511,https://en.wikipedia.org/wiki/Lee_Marvin,nm0001511,tt0059017,https://www.imdb.com/title/tt0059017/,,1924,41
Maurice Jarre,1924/9/13,Lyon,France,Best Original Score,38th Academy Awards,Doctor Zhivago,1965,https://www.nndb.com/people/853/000062667,https://www.imdb.com/name/nm0003574,https://en.wikipedia.org/wiki/Maurice_Jarre,nm0003574,tt0059113,https://www.imdb.com/title/tt0059113/,,1924,41
Ernest Laszlo,1898-04-23,Budapest,Hungary,"Best Cinematography, Black-and-White",38th Academy Awards,Ship of Fools,1965,,https://www.imdb.com/name/nm0005768,https://en.wikipedia.org/wiki/Ernest_Laszlo,nm0005768,tt0059712,https://www.imdb.com/title/tt0059712/,,1898,67
Peter Ustinov,1921/4/16,London Borough of Camden,United Kingdom,Best Supporting Actor,37th Academy Awards,Topkapi,1964,https://www.nndb.com/people/810/000022744,https://www.imdb.com/name/nm0001811,https://en.wikipedia.org/wiki/Peter_Ustinov,nm0001811,tt0058672,https://www.imdb.com/title/tt0058672/,,1921,43
Julie Andrews,1935/10/1,Walton-on-Thames,United Kingdom,Best Actress,37th Academy Awards,Mary Poppins,1964,https://www.nndb.com/people/874/000023805,https://www.imdb.com/name/nm0000267,https://en.wikipedia.org/wiki/Julie_Andrews,nm0000267,tt0058331,https://www.imdb.com/title/tt0058331/,,1935,29
Andr?? Previn,1929/4/6,Berlin,Germany,"Best Score, Adaptation or Treatment",36th Academy Awards,Irma la Douce,1964,https://www.nndb.com/people/299/000023230,https://www.imdb.com/name/nm0006238,https://en.wikipedia.org/wiki/Andr%C3%A9_Previn,nm0006238,tt0057187,https://www.imdb.com/title/tt0057187/,,1929,35
Melvyn Douglas,1901/4/5,Macon,United States of America,Best Supporting Actor,36th Academy Awards,Hud,1963,https://www.nndb.com/people/100/000063908,https://www.imdb.com/name/nm0002048,https://en.wikipedia.org/wiki/Melvyn_Douglas,nm0002048,tt0057163,https://www.imdb.com/title/tt0057163/,,1901,62
Sidney Poitier,1927/2/20,Miami,United States of America,Best Actor,36th Academy Awards,Lilies of the Field,1963,https://www.nndb.com/people/200/000023131,https://www.imdb.com/name/nm0001627,https://en.wikipedia.org/wiki/Sidney_Poitier,nm0001627,tt0057251,https://www.imdb.com/title/tt0057251/,,1927,36
Anne Bancroft,1931/9/17,The Bronx,United States of America,Best Actress,35th Academy Awards,The Miracle Worker,1962,https://www.nndb.com/people/439/000023370,https://www.imdb.com/name/nm0000843,https://en.wikipedia.org/wiki/Anne_Bancroft,nm0000843,tt0056241,https://www.imdb.com/title/tt0056241/,,1931,31
Ed Begley,1901/3/25,Hartford,United States of America,Best Supporting Actor,35th Academy Awards,Sweet Bird of Youth,1962,https://www.nndb.com/people/915/000043786,https://www.imdb.com/name/nm0003225,https://en.wikipedia.org/wiki/Ed_Begley,nm0003225,tt0056541,https://www.imdb.com/title/tt0056541/,,1901,61
Sophia Loren,1934/9/20,Rome,Italy,Best Actress,34th Academy Awards,Two Women,1962,https://www.nndb.com/people/811/000023742,https://www.imdb.com/name/nm0000047,https://en.wikipedia.org/wiki/Sophia_Loren,nm0000047,tt0054749,https://www.imdb.com/title/tt0054749/,,1934,28
Maurice Jarre,1924/9/13,Lyon,France,Best Original Score,35th Academy Awards,Lawrence of Arabia,1962,https://www.nndb.com/people/853/000062667,https://www.imdb.com/name/nm0003574,https://en.wikipedia.org/wiki/Maurice_Jarre,nm0003574,tt0056172,https://www.imdb.com/title/tt0056172/,,1924,38
Anne V. Coates,1925/12/12,Reigate,United Kingdom,Best Film Editing,35th Academy Awards,Lawrence of Arabia,1962,,https://www.imdb.com/name/nm0167613,https://en.wikipedia.org/wiki/Anne_V._Coates,nm0167613,tt0056172,https://www.imdb.com/title/tt0056172/,,1925,37
David Lean,1908/3/25,Croydon,United Kingdom,Best Director,35th Academy Awards,Lawrence of Arabia,1962,https://www.nndb.com/people/462/000032366,https://www.imdb.com/name/nm0000180,https://en.wikipedia.org/wiki/David_Lean,nm0000180,tt0056172,https://www.imdb.com/title/tt0056172/,,1908,54
Arthur Cohn,1927/2/4,Basel,Switzerland,Best Documentary Feature,34th Academy Awards,Sky Above and Mud Beneath,1962,,https://www.imdb.com/name/nm0004453,https://en.wikipedia.org/wiki/Arthur_Cohn,nm0004453,tt0053714,https://www.imdb.com/title/tt0053714/,,1927,35
George Chakiris,1934/9/16,Norwood,United States of America,Best Supporting Actor,34th Academy Awards,West Side Story,1961,https://www.nndb.com/people/119/000063927,https://www.imdb.com/name/nm0001995,https://en.wikipedia.org/wiki/George_Chakiris,nm0001995,tt0055614,https://www.imdb.com/title/tt0055614/,,1934,27
Sid Ramin,1919/1/22,Boston,United States of America,Best Original Musical Score,34th Academy Awards,West Side Story,1961,,https://www.imdb.com/name/nm0708240,https://en.wikipedia.org/wiki/Sid_Ramin,nm0708240,tt0055614,https://www.imdb.com/title/tt0055614/,,1919,42
Andr?? Previn,1929/4/6,Berlin,Germany,Best Original Musical Score,32nd Academy Awards,Porgy and Bess,1960,https://www.nndb.com/people/299/000023230,https://www.imdb.com/name/nm0006238,https://en.wikipedia.org/wiki/Andr%C3%A9_Previn,nm0006238,tt0053182,https://www.imdb.com/title/tt0053182/,,1929,31
Peter Ustinov,1921/4/16,London Borough of Camden,United Kingdom,Best Supporting Actor,33rd Academy Awards,Spartacus,1960,https://www.nndb.com/people/810/000022744,https://www.imdb.com/name/nm0001811,https://en.wikipedia.org/wiki/Peter_Ustinov,nm0001811,tt0054331,https://www.imdb.com/title/tt0054331/,,1921,39
Simone Signoret,1921/3/25,Wiesbaden,Germany,Best Actress,32nd Academy Awards,Room at the Top,1960,https://www.nndb.com/people/804/000063615,https://www.imdb.com/name/nm0797531,https://en.wikipedia.org/wiki/Simone_Signoret,nm0797531,tt0053226,https://www.imdb.com/title/tt0053226/,,1921,39
Elizabeth Taylor,1932/2/27,Hampstead Garden Suburb,United Kingdom,Best Actress,33rd Academy Awards,Butterfield 8,1960,https://www.nndb.com/people/624/000023555,https://www.imdb.com/name/nm0000072,https://en.wikipedia.org/wiki/Elizabeth_Taylor,nm0000072,tt0053622,https://www.imdb.com/title/tt0053622/,,1932,28
Alexandre Trauner,1906/8/3,Budapest,Hungary,"Best Art Direction, Black and White",33rd Academy Awards,The Apartment,1960,,https://www.imdb.com/name/nm0871202,https://en.wikipedia.org/wiki/Alexandre_Trauner,nm0871202,tt0053604,https://www.imdb.com/title/tt0053604/,,1906,54
Shelley Winters,1920/8/18,East St. Louis,United States of America,Best Supporting Actress,32nd Academy Awards,The Diary of Anne Frank,1959,https://www.nndb.com/people/859/000022793,https://www.imdb.com/name/nm0001859,https://en.wikipedia.org/wiki/Shelley_Winters,nm0001859,tt0052738,https://www.imdb.com/title/tt0052738/,,1920,39
Andr?? Previn,1929/4/6,Berlin,Germany,Best Original Musical Score,31st Academy Awards,Gigi,1959,https://www.nndb.com/people/299/000023230,https://www.imdb.com/name/nm0006238,https://en.wikipedia.org/wiki/Andr%C3%A9_Previn,nm0006238,tt0051658,https://www.imdb.com/title/tt0051658/,,1929,30
Charlton Heston,1924/10/24,Evanston,United States of America,Best Actor,32nd Academy Awards,Ben-Hur,1959,https://www.nndb.com/people/961/000022895,https://www.imdb.com/name/nm0000032,https://en.wikipedia.org/wiki/Charlton_Heston,nm0000032,tt0052618,https://www.imdb.com/title/tt0052618/,,1924,35
Charlton Heston,1923/10/4,Evanston,United States of America,Best Actor,32nd Academy Awards,Ben-Hur,1959,https://www.nndb.com/people/961/000022895,https://www.imdb.com/name/nm0000032,https://en.wikipedia.org/wiki/Charlton_Heston,nm0000032,tt0052618,https://www.imdb.com/title/tt0052618/,,1923,36
Hugh Griffith,1912/5/30,Anglesey,United Kingdom,Best Supporting Actor,32nd Academy Awards,Ben-Hur,1959,https://www.nndb.com/people/120/000063928,https://www.imdb.com/name/nm0341518,https://en.wikipedia.org/wiki/Hugh_Griffith,nm0341518,tt0052618,https://www.imdb.com/title/tt0052618/,,1912,47
Wendy Hiller,1912/8/15,Stockport,United Kingdom,Best Supporting Actress,31st Academy Awards,Separate Tables,1959,https://www.nndb.com/people/056/000063864,https://www.imdb.com/name/nm0384908,https://en.wikipedia.org/wiki/Wendy_Hiller,nm0384908,tt0052182,https://www.imdb.com/title/tt0052182/,,1912,47
Burl Ives,1909/6/14,Jasper County,United States of America,Best Supporting Actor,31st Academy Awards,The Big Country,1958,https://www.nndb.com/people/679/000042553,https://www.imdb.com/name/nm0412322,https://en.wikipedia.org/wiki/Burl_Ives,nm0412322,tt0051411,https://www.imdb.com/title/tt0051411/,,1909,49
David Niven,1910/3/1,London,United Kingdom,Best Actor,31st Academy Awards,Separate Tables,1958,https://www.nndb.com/people/690/000031597,https://www.imdb.com/name/nm0000057,https://en.wikipedia.org/wiki/David_Niven,nm0000057,tt0052182,https://www.imdb.com/title/tt0052182/,,1910,48
Dorothy Malone,1924/1/30,Chicago,United States of America,Best Supporting Actress,29th Academy Awards,Written on the Wind,1957,https://www.nndb.com/people/090/000063898,https://www.imdb.com/name/nm0540416,https://en.wikipedia.org/wiki/Dorothy_Malone,nm0540416,tt0049966,https://www.imdb.com/title/tt0049966/,,1924,33
Dorothy Malone,1924/1/29,Chicago,United States of America,Best Supporting Actress,29th Academy Awards,Written on the Wind,1957,https://www.nndb.com/people/090/000063898,https://www.imdb.com/name/nm0540416,https://en.wikipedia.org/wiki/Dorothy_Malone,nm0540416,tt0049966,https://www.imdb.com/title/tt0049966/,,1924,33
David Lean,1908/3/25,Croydon,United Kingdom,Best Director,30th Academy Awards,The Bridge on the River Kwai,1957,https://www.nndb.com/people/462/000032366,https://www.imdb.com/name/nm0000180,https://en.wikipedia.org/wiki/David_Lean,nm0000180,tt0050212,https://www.imdb.com/title/tt0050212/,,1908,49
Alec Guinness,1914/4/2,Marylebone,United Kingdom,Best Actor,30th Academy Awards,The Bridge on the River Kwai,1957,https://www.nndb.com/people/751/000023682,https://www.imdb.com/name/nm0000027,https://en.wikipedia.org/wiki/Alec_Guinness,nm0000027,tt0050212,https://www.imdb.com/title/tt0050212/,,1914,43
Carl Foreman,1914/7/23,Chicago,United States of America,"Best Writing, Adapted Screenplay",30th Academy Awards,The Bridge on the River Kwai,1957,,https://www.imdb.com/name/nm0286025,https://en.wikipedia.org/wiki/Carl_Foreman,nm0286025,tt0050212,https://www.imdb.com/title/tt0050212/,,1914,43
Red Buttons,1919/2/5,Manhattan,United States of America,Best Supporting Actor,30th Academy Awards,Sayonara,1957,https://www.nndb.com/people/820/000022754,https://www.imdb.com/name/nm0000999,https://en.wikipedia.org/wiki/Red_Buttons,nm0000999,tt0049830,https://www.imdb.com/title/tt0049830/,,1919,38
Sammy Fain,1902/6/17,New York City,United States of America,Best Original Song,28th Academy Awards,Love Is a Many-Splendored Thing,1956,https://www.nndb.com/people/366/000205748,https://www.imdb.com/name/nm0006066,https://en.wikipedia.org/wiki/Sammy_Fain,nm0006066,tt0048316,https://www.imdb.com/title/tt0048316/,,1902,54
Paul Francis Webster,1907/12/20,New York City,United States of America,Best Original Song,28th Academy Awards,Love Is a Many-Splendored Thing,1956,https://www.nndb.com/people/544/000205926,https://www.imdb.com/name/nm0916990,https://en.wikipedia.org/wiki/Paul_Francis_Webster,nm0916990,tt0048316,https://www.imdb.com/title/tt0048316/,,1907,49
Anthony Quinn,1915/4/21,Chihuahua,Mexico,Best Supporting Actor,29th Academy Awards,Lust for Life,1956,https://www.nndb.com/people/228/000032132,https://www.imdb.com/name/nm0000063,https://en.wikipedia.org/wiki/Anthony_Quinn,nm0000063,tt0049456,https://www.imdb.com/title/tt0049456/,,1915,41
Hal Pereira,1905/4/29,Chicago,United States of America,"Best Art Direction, Black and White",28th Academy Awards,The Rose Tattoo,1956,,https://www.imdb.com/name/nm0673134,https://en.wikipedia.org/wiki/Hal_Pereira,nm0673134,tt0048563,https://www.imdb.com/title/tt0048563/,,1905,51
Yul Brynner,1920/7/11,Vladivostok,Russia,Best Actor,29th Academy Awards,The King and I,1956,https://www.nndb.com/people/459/000026381,https://www.imdb.com/name/nm0000989,https://en.wikipedia.org/wiki/Yul_Brynner,nm0000989,tt0049408,https://www.imdb.com/title/tt0049408/,,1920,36
Ingrid Bergman,1915/8/29,Hedvig Eleonora f??rsamling,Sweden,Best Actress,29th Academy Awards,Anastasia,1956,https://www.nndb.com/people/836/000024764,https://www.imdb.com/name/nm0000006,https://en.wikipedia.org/wiki/Ingrid_Bergman,nm0000006,tt0048947,https://www.imdb.com/title/tt0048947/,,1915,41
Jack Lemmon,1925/2/8,Newton,United States of America,Best Supporting Actor,28th Academy Awards,Mister Roberts,1955,https://www.nndb.com/people/714/000026636,https://www.imdb.com/name/nm0000493,https://en.wikipedia.org/wiki/Jack_Lemmon,nm0000493,tt0048380,https://www.imdb.com/title/tt0048380/,,1925,30
Emile Kuri,1907/6/11,Cuernavaca,Mexico,"Best Art Direction, Color",27th Academy Awards,"20,000 Leagues Under the Sea",1955,,https://www.imdb.com/name/nm0475689,https://en.wikipedia.org/wiki/Emile_Kuri,nm0475689,tt0046672,https://www.imdb.com/title/tt0046672/,,1907,48
John Meehan,1902/6/13,Tehachapi,United States of America,"Best Art Direction, Color",27th Academy Awards,"20,000 Leagues Under the Sea",1955,,https://www.imdb.com/name/nm0576048,https://en.wikipedia.org/wiki/John_Meehan_(art_director),nm0576048,tt0046672,https://www.imdb.com/title/tt0046672/,,1902,53
Ernest Borgnine,1917/1/24,Hamden,United States of America,Best Actor,28th Academy Awards,Marty,1955,https://www.nndb.com/people/730/000022664,https://www.imdb.com/name/nm0000308,https://en.wikipedia.org/wiki/Ernest_Borgnine,nm0000308,tt0048356,https://www.imdb.com/title/tt0048356/,,1917,38
Marlon Brando,1924/4/3,Omaha,United States of America,Best Actor,27th Academy Awards,On the Waterfront,1954,https://www.nndb.com/people/721/000022655,https://www.imdb.com/name/nm0000008,https://en.wikipedia.org/wiki/Marlon_Brando,nm0000008,tt0047677,https://www.imdb.com/title/tt0047677/,,1924,30
Grace Kelly,1929/11/12,Philadelphia,United States of America,Best Actress,27th Academy Awards,The Country Girl,1954,https://www.nndb.com/people/770/000025695,https://www.imdb.com/name/nm0000038,https://en.wikipedia.org/wiki/Grace_Kelly,nm0000038,tt0046874,https://www.imdb.com/title/tt0046874/,,1929,25
Paul Francis Webster,1907/12/20,New York City,United States of America,Best Original Song,26th Academy Awards,Secret Love,1954,https://www.nndb.com/people/544/000205926,https://www.imdb.com/name/nm0916990,https://en.wikipedia.org/wiki/Paul_Francis_Webster,nm0916990,tt0045591,https://www.imdb.com/title/tt0045591/,,1907,47
Sammy Fain,1902/6/17,New York City,United States of America,Best Original Song,26th Academy Awards,Secret Love,1954,https://www.nndb.com/people/366/000205748,https://www.imdb.com/name/nm0006066,https://en.wikipedia.org/wiki/Sammy_Fain,nm0006066,tt0045591,https://www.imdb.com/title/tt0045591/,,1902,52
Edmond O'Brien,1915/9/10,New York City,United States of America,Best Supporting Actor,27th Academy Awards,The Barefoot Contessa,1954,https://www.nndb.com/people/620/000042494,https://www.imdb.com/name/nm0639529,https://en.wikipedia.org/wiki/Edmond_O%27Brien,nm0639529,tt0046754,https://www.imdb.com/title/tt0046754/,,1915,39
