,Name,Movie,Edition,Year of award,Award,Win?
1261,Tim Roth,Rob Roy,68,1995,SupportingActor,False
1262,Kevin Spacey,The Usual Suspects,68,1995,SupportingActor,True
1263,Susan Sarandon,Dead Man Walking,68,1995,LeadingActress,True
1264,Elisabeth Shue,Leaving Las Vegas,68,1995,LeadingActress,False
1265,Sharon Stone,Casino,68,1995,LeadingActress,False
1266,Meryl Streep,The Bridges of Madison County,68,1995,LeadingActress,False
1267,Emma Thompson,Sense and Sensibility,68,1995,LeadingActress,False
1268,Joan Allen,Nixon,68,1995,SupportingActress,False
1269,Kathleen Quinlan,Apollo 13,68,1995,SupportingActress,False
1270,Mira Sorvino,Mighty Aphrodite,68,1995,SupportingActress,True
1271,Mare Winningham,Georgia,68,1995,SupportingActress,False
1272,Kate Winslet,Sense and Sensibility,68,1995,SupportingActress,False
1273,Tom Cruise,Jerry Maguire,69,1996,LeadingActor,False
1274,Ralph Fiennes,The English Patient,69,1996,LeadingActor,False
1275,Woody Harrelson,The People vs. Larry Flynt,69,1996,LeadingActor,False
1276,Geoffrey Rush,Shine,69,1996,LeadingActor,True
1277,Billy Bob Thornton,Sling Blade,69,1996,LeadingActor,False
1278,"Cuba Gooding, Jr.",Jerry Maguire,69,1996,SupportingActor,True
1279,William H. Macy,Fargo,69,1996,SupportingActor,False
1280,Armin Mueller-Stahl,Shine,69,1996,SupportingActor,False
1281,Edward Norton,Primal Fear,69,1996,SupportingActor,False
1282,James Woods,Ghosts of Mississippi,69,1996,SupportingActor,False
1283,Brenda Blethyn,Secrets & Lies,69,1996,LeadingActress,False
1284,Diane Keaton,Marvin's Room,69,1996,LeadingActress,False
1285,Frances McDormand,Fargo,69,1996,LeadingActress,True
1286,Kristin Scott Thomas,The English Patient,69,1996,LeadingActress,False
1287,Emily Watson,Breaking the Waves,69,1996,LeadingActress,False
1288,Joan Allen,The Crucible,69,1996,SupportingActress,False
1289,Lauren Bacall,The Mirror Has Two Faces,69,1996,SupportingActress,False
1290,Juliette Binoche,The English Patient,69,1996,SupportingActress,True
1291,Barbara Hershey,The Portrait of a Lady,69,1996,SupportingActress,False
1292,Marianne Jean-Baptiste,Secrets & Lies,69,1996,SupportingActress,False
1293,Matt Damon,Good Will Hunting,70,1997,LeadingActor,False
1294,Robert Duvall,The Apostle,70,1997,LeadingActor,False
1295,Peter Fonda,Ulee's Gold,70,1997,LeadingActor,False
1296,Dustin Hoffman,Wag the Dog,70,1997,LeadingActor,False
1297,Jack Nicholson,As Good as It Gets,70,1997,LeadingActor,True
1298,Robert Forster,Jackie Brown,70,1997,SupportingActor,False
1299,Anthony Hopkins,Amistad,70,1997,SupportingActor,False
1300,Greg Kinnear,As Good as It Gets,70,1997,SupportingActor,False
1301,Burt Reynolds,Boogie Nights,70,1997,SupportingActor,False
1302,Robin Williams,Good Will Hunting,70,1997,SupportingActor,True
1303,Helena Bonham Carter,The Wings of the Dove,70,1997,LeadingActress,False
1304,Julie Christie,Afterglow,70,1997,LeadingActress,False
1305,Judi Dench,Mrs. Brown,70,1997,LeadingActress,False
1306,Helen Hunt,As Good as It Gets,70,1997,LeadingActress,True
1307,Kate Winslet,Titanic,70,1997,LeadingActress,False
1308,Kim Basinger,L.A. Confidential,70,1997,SupportingActress,True
1309,Joan Cusack,In & Out,70,1997,SupportingActress,False
1310,Minnie Driver,Good Will Hunting,70,1997,SupportingActress,False
1311,Julianne Moore,Boogie Nights,70,1997,SupportingActress,False
1312,Gloria Stuart,Titanic,70,1997,SupportingActress,False
1313,Roberto Benigni,Life Is Beautiful,71,1998,LeadingActor,True
1314,Tom Hanks,Saving Private Ryan,71,1998,LeadingActor,False
1315,Ian McKellen,Gods and Monsters,71,1998,LeadingActor,False
1316,Nick Nolte,Affliction,71,1998,LeadingActor,False
1317,Edward Norton,American History X,71,1998,LeadingActor,False
1318,James Coburn,Affliction,71,1998,SupportingActor,True
1319,Robert Duvall,A Civil Action,71,1998,SupportingActor,False
1320,Ed Harris,The Truman Show,71,1998,SupportingActor,False
1321,Geoffrey Rush,Shakespeare in Love,71,1998,SupportingActor,False
1322,Billy Bob Thornton,A Simple Plan,71,1998,SupportingActor,False
1323,Cate Blanchett,Elizabeth,71,1998,LeadingActress,False
1324,Fernanda Montenegro,Central Station,71,1998,LeadingActress,False
1325,Gwyneth Paltrow,Shakespeare in Love,71,1998,LeadingActress,True
1326,Meryl Streep,One True Thing,71,1998,LeadingActress,False
1327,Emily Watson,Hilary and Jackie,71,1998,LeadingActress,False
1328,Kathy Bates,Primary Colors,71,1998,SupportingActress,False
1329,Brenda Blethyn,Little Voice,71,1998,SupportingActress,False
1330,Judi Dench,Shakespeare in Love,71,1998,SupportingActress,True
1331,Rachel Griffiths,Hilary and Jackie,71,1998,SupportingActress,False
1332,Lynn Redgrave,Gods and Monsters,71,1998,SupportingActress,False
1333,Russell Crowe,The Insider,72,1999,LeadingActor,False
1334,Richard Farnsworth,The Straight Story,72,1999,LeadingActor,False
1335,Sean Penn,Sweet and Lowdown,72,1999,LeadingActor,False
1336,Kevin Spacey,American Beauty,72,1999,LeadingActor,True
1337,Denzel Washington,The Hurricane,72,1999,LeadingActor,False
1338,Michael Caine,The Cider House Rules,72,1999,SupportingActor,True
1339,Tom Cruise,Magnolia,72,1999,SupportingActor,False
1340,Michael Clarke Duncan,The Green Mile,72,1999,SupportingActor,False
1341,Jude Law,The Talented Mr. Ripley,72,1999,SupportingActor,False
1342,Haley Joel Osment,The Sixth Sense,72,1999,SupportingActor,False
1343,Annette Bening,American Beauty,72,1999,LeadingActress,False
1344,Janet McTeer,Tumbleweeds,72,1999,LeadingActress,False
1345,Julianne Moore,The End of the Affair,72,1999,LeadingActress,False
1346,Meryl Streep,Music of the Heart,72,1999,LeadingActress,False
1347,Hilary Swank,Boys Don't Cry,72,1999,LeadingActress,True
1348,Toni Collette,The Sixth Sense,72,1999,SupportingActress,False
1349,Angelina Jolie,"Girl, Interrupted",72,1999,SupportingActress,True
1350,Catherine Keener,Being John Malkovich,72,1999,SupportingActress,False
1351,Samantha Morton,Sweet and Lowdown,72,1999,SupportingActress,False
1352,ChloÃ« Sevigny,Boys Don't Cry,72,1999,SupportingActress,False
1353,Javier Bardem,Before Night Falls,73,2000,LeadingActor,False
1354,Russell Crowe,Gladiator,73,2000,LeadingActor,True
1355,Tom Hanks,Cast Away,73,2000,LeadingActor,False
1356,Ed Harris,Pollock,73,2000,LeadingActor,False
1357,Geoffrey Rush,Quills,73,2000,LeadingActor,False
1358,Jeff Bridges,The Contender,73,2000,SupportingActor,False
1359,Willem Dafoe,Shadow of the Vampire,73,2000,SupportingActor,False
1360,Benicio Del Toro,Traffic,73,2000,SupportingActor,True
1361,Albert Finney,Erin Brockovich,73,2000,SupportingActor,False
1362,Joaquin Phoenix,Gladiator,73,2000,SupportingActor,False
1363,Joan Allen,The Contender,73,2000,LeadingActress,False
1364,Juliette Binoche,Chocolat,73,2000,LeadingActress,False
1365,Ellen Burstyn,Requiem for a Dream,73,2000,LeadingActress,False
1366,Laura Linney,You Can Count on Me,73,2000,LeadingActress,False
1367,Julia Roberts,Erin Brockovich,73,2000,LeadingActress,True
1368,Judi Dench,Chocolat,73,2000,SupportingActress,False
1369,Marcia Gay Harden,Pollock,73,2000,SupportingActress,True
1370,Kate Hudson,Almost Famous,73,2000,SupportingActress,False
1371,Frances McDormand,Almost Famous,73,2000,SupportingActress,False
1372,Julie Walters,Billy Elliot,73,2000,SupportingActress,False
1373,Russell Crowe,A Beautiful Mind,74,2001,LeadingActor,False
1374,Sean Penn,I Am Sam,74,2001,LeadingActor,False
1375,Will Smith,Ali,74,2001,LeadingActor,False
1376,Denzel Washington,Training Day,74,2001,LeadingActor,True
1377,Tom Wilkinson,In the Bedroom,74,2001,LeadingActor,False
1378,Jim Broadbent,Iris,74,2001,SupportingActor,True
1379,Ethan Hawke,Training Day,74,2001,SupportingActor,False
1380,Ben Kingsley,Sexy Beast,74,2001,SupportingActor,False
1381,Ian McKellen,The Lord of the Rings: The Fellowship of the Ring,74,2001,SupportingActor,False
1382,Jon Voight,Ali,74,2001,SupportingActor,False
1383,Halle Berry,Monster's Ball,74,2001,LeadingActress,True
1384,Judi Dench,Iris,74,2001,LeadingActress,False
1385,Nicole Kidman,Moulin Rouge,74,2001,LeadingActress,False
1386,Sissy Spacek,In the Bedroom,74,2001,LeadingActress,False
1387,RenÃ©e Zellweger,Bridget Jones's Diary,74,2001,LeadingActress,False
1388,Jennifer Connelly,A Beautiful Mind,74,2001,SupportingActress,True
1389,Helen Mirren,Gosford Park,74,2001,SupportingActress,False
1390,Maggie Smith,Gosford Park,74,2001,SupportingActress,False
1391,Marisa Tomei,In the Bedroom,74,2001,SupportingActress,False
1392,Kate Winslet,Iris,74,2001,SupportingActress,False
1393,Adrien Brody,The Pianist,75,2002,LeadingActor,True
1394,Nicolas Cage,Adaptation,75,2002,LeadingActor,False
1395,Michael Caine,The Quiet American,75,2002,LeadingActor,False
1396,Daniel Day-Lewis,Gangs of New York,75,2002,LeadingActor,False
1397,Jack Nicholson,About Schmidt,75,2002,LeadingActor,False
1398,Chris Cooper,Adaptation,75,2002,SupportingActor,True
1399,Ed Harris,The Hours,75,2002,SupportingActor,False
1400,Paul Newman,Road to Perdition,75,2002,SupportingActor,False
1401,John C. Reilly,Chicago,75,2002,SupportingActor,False
1402,Christopher Walken,Catch Me If You Can,75,2002,SupportingActor,False
1403,Salma Hayek,Frida,75,2002,LeadingActress,False
1404,Nicole Kidman,The Hours,75,2002,LeadingActress,True
1405,Diane Lane,Unfaithful,75,2002,LeadingActress,False
1406,Julianne Moore,Far from Heaven,75,2002,LeadingActress,False
1407,RenÃ©e Zellweger,Chicago,75,2002,LeadingActress,False
1408,Kathy Bates,About Schmidt,75,2002,SupportingActress,False
1409,Julianne Moore,The Hours,75,2002,SupportingActress,False
1410,Queen Latifah,Chicago,75,2002,SupportingActress,False
1411,Meryl Streep,Adaptation,75,2002,SupportingActress,False
1412,Catherine Zeta-Jones,Chicago,75,2002,SupportingActress,True
1413,Johnny Depp,Pirates of the Caribbean: The Curse of the Black Pearl,76,2003,LeadingActor,False
1414,Ben Kingsley,House of Sand and Fog,76,2003,LeadingActor,False
1415,Jude Law,Cold Mountain,76,2003,LeadingActor,False
1416,Bill Murray,Lost in Translation,76,2003,LeadingActor,False
1417,Sean Penn,Mystic River,76,2003,LeadingActor,True
1418,Alec Baldwin,The Cooler,76,2003,SupportingActor,False
1419,Benicio Del Toro,21 Grams,76,2003,SupportingActor,False
1420,Djimon Hounsou,In America,76,2003,SupportingActor,False
1421,Tim Robbins,Mystic River,76,2003,SupportingActor,True
1422,Ken Watanabe,The Last Samurai,76,2003,SupportingActor,False
1423,Keisha Castle-Hughes,Whale Rider,76,2003,LeadingActress,False
1424,Diane Keaton,Something's Gotta Give,76,2003,LeadingActress,False
1425,Samantha Morton,In America,76,2003,LeadingActress,False
1426,Charlize Theron,Monster,76,2003,LeadingActress,True
1427,Naomi Watts,21 Grams,76,2003,LeadingActress,False
1428,Shohreh Aghdashloo,House of Sand and Fog,76,2003,SupportingActress,False
1429,Patricia Clarkson,Pieces of April,76,2003,SupportingActress,False
1430,Marcia Gay Harden,Mystic River,76,2003,SupportingActress,False
1431,Holly Hunter,Thirteen,76,2003,SupportingActress,False
1432,RenÃ©e Zellweger,Cold Mountain,76,2003,SupportingActress,True
1433,Don Cheadle,Hotel Rwanda,77,2004,LeadingActor,False
1434,Johnny Depp,Finding Neverland,77,2004,LeadingActor,False
1435,Leonardo DiCaprio,The Aviator,77,2004,LeadingActor,False
1436,Clint Eastwood,Million Dollar Baby,77,2004,LeadingActor,False
1437,Jamie Foxx,Ray,77,2004,LeadingActor,True
1438,Alan Alda,The Aviator,77,2004,SupportingActor,False
1439,Thomas Haden Church,Sideways,77,2004,SupportingActor,False
1440,Jamie Foxx,Collateral,77,2004,SupportingActor,False
1441,Morgan Freeman,Million Dollar Baby,77,2004,SupportingActor,True
1442,Clive Owen,Closer,77,2004,SupportingActor,False
1443,Annette Bening,Being Julia,77,2004,LeadingActress,False
1444,Catalina Sandino Moreno,Maria Full of Grace,77,2004,LeadingActress,False
1445,Imelda Staunton,Vera Drake,77,2004,LeadingActress,False
1446,Hilary Swank,Million Dollar Baby,77,2004,LeadingActress,True
1447,Kate Winslet,Eternal Sunshine of the Spotless Mind,77,2004,LeadingActress,False
1448,Cate Blanchett,The Aviator,77,2004,SupportingActress,True
1449,Laura Linney,Kinsey,77,2004,SupportingActress,False
1450,Virginia Madsen,Sideways,77,2004,SupportingActress,False
1451,Sophie Okonedo,Hotel Rwanda,77,2004,SupportingActress,False
1452,Natalie Portman,Closer,77,2004,SupportingActress,False
1453,Philip Seymour Hoffman,Capote,78,2005,LeadingActor,True
1454,Terrence Howard,Hustle & Flow,78,2005,LeadingActor,False
1455,Heath Ledger,Brokeback Mountain,78,2005,LeadingActor,False
1456,Joaquin Phoenix,Walk the Line,78,2005,LeadingActor,False
1457,David Strathairn,"Good Night, and Good Luck.",78,2005,LeadingActor,False
1458,George Clooney,Syriana,78,2005,SupportingActor,True
1459,Matt Dillon,Crash,78,2005,SupportingActor,False
1460,Paul Giamatti,Cinderella Man,78,2005,SupportingActor,False
1461,Jake Gyllenhaal,Brokeback Mountain,78,2005,SupportingActor,False
1462,William Hurt,A History of Violence,78,2005,SupportingActor,False
1463,Judi Dench,Mrs. Henderson Presents,78,2005,LeadingActress,False
1464,Felicity Huffman,Transamerica,78,2005,LeadingActress,False
1465,Keira Knightley,Pride & Prejudice,78,2005,LeadingActress,False
1466,Charlize Theron,North Country,78,2005,LeadingActress,False
1467,Reese Witherspoon,Walk the Line,78,2005,LeadingActress,True
1468,Amy Adams,Junebug,78,2005,SupportingActress,False
1469,Catherine Keener,Capote,78,2005,SupportingActress,False
1470,Frances McDormand,North Country,78,2005,SupportingActress,False
1471,Rachel Weisz,The Constant Gardener,78,2005,SupportingActress,True
1472,Michelle Williams,Brokeback Mountain,78,2005,SupportingActress,False
1473,Leonardo DiCaprio,Blood Diamond,79,2006,LeadingActor,False
1474,Ryan Gosling,Half Nelson,79,2006,LeadingActor,False
1475,Peter O'Toole,Venus,79,2006,LeadingActor,False
1476,Will Smith,The Pursuit of Happyness,79,2006,LeadingActor,False
1477,Forest Whitaker,The Last King of Scotland,79,2006,LeadingActor,True
1478,Alan Arkin,Little Miss Sunshine,79,2006,SupportingActor,True
1479,Jackie Earle Haley,Little Children,79,2006,SupportingActor,False
1480,Djimon Hounsou,Blood Diamond,79,2006,SupportingActor,False
1481,Eddie Murphy,Dreamgirls,79,2006,SupportingActor,False
1482,Mark Wahlberg,The Departed,79,2006,SupportingActor,False
1483,PenÃ©lope Cruz,Volver,79,2006,LeadingActress,False
1484,Judi Dench,Notes on a Scandal,79,2006,LeadingActress,False
1485,Helen Mirren,The Queen,79,2006,LeadingActress,True
1486,Meryl Streep,The Devil Wears Prada,79,2006,LeadingActress,False
1487,Kate Winslet,Little Children,79,2006,LeadingActress,False
1488,Adriana Barraza,Babel,79,2006,SupportingActress,False
1489,Cate Blanchett,Notes on a Scandal,79,2006,SupportingActress,False
1490,Abigail Breslin,Little Miss Sunshine,79,2006,SupportingActress,False
1491,Jennifer Hudson,Dreamgirls,79,2006,SupportingActress,True
1492,Rinko Kikuchi,Babel,79,2006,SupportingActress,False
1493,George Clooney,Michael Clayton,80,2007,LeadingActor,False
1494,Daniel Day-Lewis,There Will Be Blood,80,2007,LeadingActor,True
1495,Johnny Depp,Sweeney Todd The Demon Barber of Fleet Street,80,2007,LeadingActor,False
1496,Tommy Lee Jones,In the Valley of Elah,80,2007,LeadingActor,False
1497,Viggo Mortensen,Eastern Promises,80,2007,LeadingActor,False
1498,Casey Affleck,The Assassination of Jesse James by the Coward Robert Ford,80,2007,SupportingActor,False
1499,Javier Bardem,No Country for Old Men,80,2007,SupportingActor,True
1500,Philip Seymour Hoffman,Charlie Wilson's War,80,2007,SupportingActor,False
1501,Hal Holbrook,Into the Wild,80,2007,SupportingActor,False
1502,Tom Wilkinson,Michael Clayton,80,2007,SupportingActor,False
1503,Cate Blanchett,Elizabeth: The Golden Age,80,2007,LeadingActress,False
1504,Julie Christie,Away from Her,80,2007,LeadingActress,False
1505,Marion Cotillard,La Vie en Rose,80,2007,LeadingActress,True
1506,Laura Linney,The Savages,80,2007,LeadingActress,False
1507,Ellen Page,Juno,80,2007,LeadingActress,False
1508,Cate Blanchett,I'm Not There,80,2007,SupportingActress,False
1509,Ruby Dee,American Gangster,80,2007,SupportingActress,False
1510,Saoirse Ronan,Atonement,80,2007,SupportingActress,False
1511,Amy Ryan,Gone Baby Gone,80,2007,SupportingActress,False
1512,Tilda Swinton,Michael Clayton,80,2007,SupportingActress,True
1513,Richard Jenkins,The Visitor,81,2008,LeadingActor,False
1514,Frank Langella,Frost/Nixon,81,2008,LeadingActor,False
1515,Sean Penn,Milk,81,2008,LeadingActor,True
1516,Brad Pitt,The Curious Case of Benjamin Button,81,2008,LeadingActor,False
1517,Mickey Rourke,The Wrestler,81,2008,LeadingActor,False
1518,Josh Brolin,Milk,81,2008,SupportingActor,False
1519,Robert Downey Jr.,Tropic Thunder,81,2008,SupportingActor,False
1520,Philip Seymour Hoffman,Doubt,81,2008,SupportingActor,False
1521,Heath Ledger,The Dark Knight,81,2008,SupportingActor,True
1522,Michael Shannon,Revolutionary Road,81,2008,SupportingActor,False
1523,Anne Hathaway,Rachel Getting Married,81,2008,LeadingActress,False
1524,Angelina Jolie,Changeling,81,2008,LeadingActress,False
1525,Melissa Leo,Frozen River,81,2008,LeadingActress,False
1526,Meryl Streep,Doubt,81,2008,LeadingActress,False
1527,Kate Winslet,The Reader,81,2008,LeadingActress,True
1528,Amy Adams,Doubt,81,2008,SupportingActress,False
1529,PenÃ©lope Cruz,Vicky Cristina Barcelona,81,2008,SupportingActress,True
1530,Viola Davis,Doubt,81,2008,SupportingActress,False
1531,Taraji P. Henson,The Curious Case of Benjamin Button,81,2008,SupportingActress,False
1532,Marisa Tomei,The Wrestler,81,2008,SupportingActress,False
1533,Jeff Bridges,Crazy Heart,82,2009,LeadingActor,True
1534,George Clooney,Up in the Air,82,2009,LeadingActor,False
1535,Colin Firth,A Single Man,82,2009,LeadingActor,False
1536,Morgan Freeman,Invictus,82,2009,LeadingActor,False
1537,Jeremy Renner,The Hurt Locker,82,2009,LeadingActor,False
1538,Matt Damon,Invictus,82,2009,SupportingActor,False
1539,Woody Harrelson,The Messenger,82,2009,SupportingActor,False
1540,Christopher Plummer,The Last Station,82,2009,SupportingActor,False
1541,Stanley Tucci,The Lovely Bones,82,2009,SupportingActor,False
1542,Christoph Waltz,Inglourious Basterds,82,2009,SupportingActor,True
1543,Sandra Bullock,The Blind Side,82,2009,LeadingActress,True
1544,Helen Mirren,The Last Station,82,2009,LeadingActress,False
1545,Carey Mulligan,An Education,82,2009,LeadingActress,False
1546,Gabourey Sidibe,Precious: Based on the Novel 'Push' by Sapphire,82,2009,LeadingActress,False
1547,Meryl Streep,Julie & Julia,82,2009,LeadingActress,False
1548,PenÃ©lope Cruz,Nine,82,2009,SupportingActress,False
1549,Vera Farmiga,Up in the Air,82,2009,SupportingActress,False
1550,Maggie Gyllenhaal,Crazy Heart,82,2009,SupportingActress,False
1551,Anna Kendrick,Up in the Air,82,2009,SupportingActress,False
1552,Mo'Nique,Precious: Based on the Novel 'Push' by Sapphire,82,2009,SupportingActress,True
1553,Javier Bardem,Biutiful,83,2010,LeadingActor,False
1554,Jeff Bridges,True Grit,83,2010,LeadingActor,False
1555,Jesse Eisenberg,The Social Network,83,2010,LeadingActor,False
1556,Colin Firth,The King's Speech,83,2010,LeadingActor,True
1557,James Franco,127 Hours,83,2010,LeadingActor,False
1558,Christian Bale,The Fighter,83,2010,SupportingActor,True
1559,John Hawkes,Winter's Bone,83,2010,SupportingActor,False
1560,Jeremy Renner,The Town,83,2010,SupportingActor,False
1561,Mark Ruffalo,The Kids Are All Right,83,2010,SupportingActor,False
1562,Geoffrey Rush,The King's Speech,83,2010,SupportingActor,False
1563,Annette Bening,The Kids Are All Right,83,2010,LeadingActress,False
1564,Nicole Kidman,Rabbit Hole,83,2010,LeadingActress,False
1565,Jennifer Lawrence,Winter's Bone,83,2010,LeadingActress,False
1566,Natalie Portman,Black Swan,83,2010,LeadingActress,True
1567,Michelle Williams,Blue Valentine,83,2010,LeadingActress,False
1568,Amy Adams,The Fighter,83,2010,SupportingActress,False
1569,Helena Bonham Carter,The King's Speech,83,2010,SupportingActress,False
1570,Melissa Leo,The Fighter,83,2010,SupportingActress,True
1571,Hailee Steinfeld,True Grit,83,2010,SupportingActress,False
1572,Jacki Weaver,Animal Kingdom,83,2010,SupportingActress,False
1573,DemiÃ¡n Bichir,A Better Life,84,2011,LeadingActor,False
1574,George Clooney,The Descendants,84,2011,LeadingActor,False
1575,Jean Dujardin,The Artist,84,2011,LeadingActor,True
1576,Gary Oldman,Tinker Tailor Soldier Spy,84,2011,LeadingActor,False
1577,Brad Pitt,Moneyball,84,2011,LeadingActor,False
1578,Kenneth Branagh,My Week with Marilyn,84,2011,SupportingActor,False
1579,Jonah Hill,Moneyball,84,2011,SupportingActor,False
1580,Nick Nolte,Warrior,84,2011,SupportingActor,False
1581,Christopher Plummer,Beginners,84,2011,SupportingActor,True
1582,Max von Sydow,Extremely Loud & Incredibly Close,84,2011,SupportingActor,False
1583,Glenn Close,Albert Nobbs,84,2011,LeadingActress,False
1584,Viola Davis,The Help,84,2011,LeadingActress,False
1585,Rooney Mara,The Girl with the Dragon Tattoo,84,2011,LeadingActress,False
1586,Meryl Streep,The Iron Lady,84,2011,LeadingActress,True
1587,Michelle Williams,My Week with Marilyn,84,2011,LeadingActress,False
1588,BÃ©rÃ©nice Bejo,The Artist,84,2011,SupportingActress,False
1589,Jessica Chastain,The Help,84,2011,SupportingActress,False
1590,Melissa McCarthy,Bridesmaids,84,2011,SupportingActress,False
1591,Janet McTeer,Albert Nobbs,84,2011,SupportingActress,False
1592,Octavia Spencer,The Help,84,2011,SupportingActress,True
1593,Bradley Cooper,Silver Linings Playbook,85,2012,LeadingActor,False
1594,Daniel Day-Lewis,Lincoln,85,2012,LeadingActor,True
1595,Hugh Jackman,Les MisÃ©rables,85,2012,LeadingActor,False
1596,Joaquin Phoenix,The Master,85,2012,LeadingActor,False
1597,Denzel Washington,Flight,85,2012,LeadingActor,False
1598,Alan Arkin,Argo,85,2012,SupportingActor,False
1599,Robert De Niro,Silver Linings Playbook,85,2012,SupportingActor,False
1600,Philip Seymour Hoffman,The Master,85,2012,SupportingActor,False
1601,Tommy Lee Jones,Lincoln,85,2012,SupportingActor,False
1602,Christoph Waltz,Django Unchained,85,2012,SupportingActor,True
1603,Jessica Chastain,Zero Dark Thirty,85,2012,LeadingActress,False
1604,Jennifer Lawrence,Silver Linings Playbook,85,2012,LeadingActress,True
1605,Emmanuelle Riva,Amour,85,2012,LeadingActress,False
1606,QuvenzhanÃ© Wallis,Beasts of the Southern Wild,85,2012,LeadingActress,False
1607,Naomi Watts,The Impossible,85,2012,LeadingActress,False
1608,Amy Adams,The Master,85,2012,SupportingActress,False
1609,Sally Field,Lincoln,85,2012,SupportingActress,False
1610,Anne Hathaway,Les MisÃ©rables,85,2012,SupportingActress,True
1611,Helen Hunt,The Sessions,85,2012,SupportingActress,False
1612,Jacki Weaver,Silver Linings Playbook,85,2012,SupportingActress,False
1613,Christian Bale,American Hustle,86,2013,LeadingActor,False
1614,Bruce Dern,Nebraska,86,2013,LeadingActor,False
1615,Leonardo DiCaprio,The Wolf of Wall Street,86,2013,LeadingActor,False
1616,Chiwetel Ejiofor,12 Years a Slave,86,2013,LeadingActor,False
1617,Matthew McConaughey,Dallas Buyers Club,86,2013,LeadingActor,True
1618,Barkhad Abdi,Captain Phillips,86,2013,SupportingActor,False
1619,Bradley Cooper,American Hustle,86,2013,SupportingActor,False
1620,Michael Fassbender,12 Years a Slave,86,2013,SupportingActor,False
1621,Jonah Hill,The Wolf of Wall Street,86,2013,SupportingActor,False
1622,Jared Leto,Dallas Buyers Club,86,2013,SupportingActor,True
1623,Amy Adams,American Hustle,86,2013,LeadingActress,False
1624,Cate Blanchett,Blue Jasmine,86,2013,LeadingActress,True
1625,Sandra Bullock,Gravity,86,2013,LeadingActress,False
1626,Judi Dench,Philomena,86,2013,LeadingActress,False
1627,Meryl Streep,August: Osage County,86,2013,LeadingActress,False
1628,Sally Hawkins,Blue Jasmine,86,2013,SupportingActress,False
1629,Jennifer Lawrence,American Hustle,86,2013,SupportingActress,False
1630,Lupita Nyong'o,12 Years a Slave,86,2013,SupportingActress,True
1631,Julia Roberts,August: Osage County,86,2013,SupportingActress,False
1632,June Squibb,Nebraska,86,2013,SupportingActress,False
1633,Steve Carell,Foxcatcher,87,2014,LeadingActor,False
1634,Bradley Cooper,American Sniper,87,2014,LeadingActor,False
1635,Benedict Cumberbatch,The Imitation Game,87,2014,LeadingActor,False
1636,Michael Keaton,Birdman or (The Unexpected Virtue of Ignorance),87,2014,LeadingActor,False
1637,Eddie Redmayne,The Theory of Everything,87,2014,LeadingActor,True
1638,Robert Duvall,The Judge,87,2014,SupportingActor,False
1639,Ethan Hawke,Boyhood,87,2014,SupportingActor,False
1640,Edward Norton,Birdman or (The Unexpected Virtue of Ignorance),87,2014,SupportingActor,False
1641,Mark Ruffalo,Foxcatcher,87,2014,SupportingActor,False
1642,J.K. Simmons,Whiplash,87,2014,SupportingActor,True
1643,Marion Cotillard,"Two Days, One Night",87,2014,LeadingActress,False
1644,Felicity Jones,The Theory of Everything,87,2014,LeadingActress,False
1645,Julianne Moore,Still Alice,87,2014,LeadingActress,True
1646,Rosamund Pike,Gone Girl,87,2014,LeadingActress,False
1647,Reese Witherspoon,Wild,87,2014,LeadingActress,False
1648,Patricia Arquette,Boyhood,87,2014,SupportingActress,True
1649,Laura Dern,Wild,87,2014,SupportingActress,False
1650,Keira Knightley,The Imitation Game,87,2014,SupportingActress,False
1651,Emma Stone,Birdman or (The Unexpected Virtue of Ignorance),87,2014,SupportingActress,False
1652,Meryl Streep,Into the Woods,87,2014,SupportingActress,False
1653,Bryan Cranston,Trumbo,88,2015,LeadingActor,False
1654,Matt Damon,The Martian,88,2015,LeadingActor,False
1655,Leonardo DiCaprio,The Revenant,88,2015,LeadingActor,True
1656,Michael Fassbender,Steve Jobs,88,2015,LeadingActor,False
1657,Eddie Redmayne,The Danish Girl,88,2015,LeadingActor,False
1658,Christian Bale,The Big Short,88,2015,SupportingActor,False
1659,Tom Hardy,The Revenant,88,2015,SupportingActor,False
1660,Mark Ruffalo,Spotlight,88,2015,SupportingActor,False
1661,Mark Rylance,Bridge of Spies,88,2015,SupportingActor,True
1662,Sylvester Stallone,Creed,88,2015,SupportingActor,False
1663,Cate Blanchett,Carol,88,2015,LeadingActress,False
1664,Brie Larson,Room,88,2015,LeadingActress,True
1665,Jennifer Lawrence,Joy,88,2015,LeadingActress,False
1666,Charlotte Rampling,45 Years,88,2015,LeadingActress,False
1667,Saoirse Ronan,Brooklyn,88,2015,LeadingActress,False
1668,Jennifer Jason Leigh,The Hateful Eight,88,2015,SupportingActress,False
1669,Rooney Mara,Carol,88,2015,SupportingActress,False
1670,Rachel McAdams,Spotlight,88,2015,SupportingActress,False
1671,Alicia Vikander,The Danish Girl,88,2015,SupportingActress,True
1672,Kate Winslet,Steve Jobs,88,2015,SupportingActress,False
1673,Casey Affleck,Manchester by the Sea,89,2016,LeadingActor,True
1674,Andrew Garfield,Hacksaw Ridge,89,2016,LeadingActor,False
1675,Ryan Gosling,La La Land,89,2016,LeadingActor,False
1676,Viggo Mortensen,Captain Fantastic,89,2016,LeadingActor,False
