,title,oscar_num,year,producer,is_winner,budget,genres,id,imdb_id,overview,original_title,popularity,revenue,release_date,award_year
173,Midnight Cowboy,42,1969,"Jerome Hellman, Producer",TRUE,3600000,"[{'id': 18, 'name': 'Drama'}]",3116,tt0064665,A naive male prostitute and his sickly friend struggle to survive on the streets of New York City.,Midnight Cowboy,10.579988,44785053,1969/5/25,1969/12/31
174,Midnight Express,51,1978,"Alan Marshall and David Puttnam, Producers",FALSE,2300000,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",11327,tt0077928,"Billy Hayes is caught attempting to smuggle drugs out of Turkey. The Turkish courts decide to make an example of him, sentencing him to more than 30 years in prison. Hayes has two opportunities for release: the appeals made by his lawyer, his family, and the American government, or the ""Midnight Express"".",Midnight Express,7.186048,3.50E+07,1978/9/12,1978/12/31
175,Midnight in Paris,84,2011,"Letty Aronson and Stephen Tenenbaum, Producers",FALSE,30000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",59436,tt1605783,A romantic comedy about a family traveling to the French capital for business. The party includes a young engaged couple forced to confront the illusion that a life different from their own is better.,Midnight in Paris,11.43256,151119219,2011/5/11,2011/12/31
176,Milk,81,2008,"Dan Jinks and Bruce Cohen, Producers",FALSE,20000000,"[{'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}]",10139,tt1013753,"The story of California's first openly gay elected official, Harvey Milk, who  became an outspoken agent for change, seeking equal rights and opportunities for all. His great love for the city and its people brought him backing from young and old, straight and gay, alike ?€? at a time when prejudice and violence against gays was openly accepted as the norm.",Milk,10.680121,54586584,2008/11/26,2008/12/31
177,Milk,81,2008,"Dan Jinks and Bruce Cohen, Producers",FALSE,0,"[{'id': 18, 'name': 'Drama'}]",12471,tt1284591,"A high school graduate, Yusuf could not pass the university entrance exam. Writing poetry is his greatest passion and some of his poems are being printed in various obscure literary journals. But neither these poems, nor the rapidly falling price of the milk they sell, are being of any benefit to Yusuf and Zehra's lives. When Yusuf finds out about Zehra's secret affair with the town's stationmaster he gets disconcerted. Will he find the way to cope with his anxiety for the unknown future, the rapid change that he is going through and the pain of taking a step into adulthood and leaving his youth behind",S??t,1.051593,0,2008/9/1,2008/12/31
178,Million Dollar Baby,77,2004,"Clint Eastwood, Albert S. Ruddy and Tom Rosenberg, Producers",TRUE,30000000,"[{'id': 18, 'name': 'Drama'}]",70,tt0405159,"Despondent over a painful estrangement from his daughter, trainer Frankie Dunn isn't prepared for boxer Maggie Fitzgerald to enter his life. But Maggie's determined to go pro and to convince Dunn and his cohort to help her.",Million Dollar Baby,14.471373,216763646,2004/12/15,2004/12/31
179,Missing,55,1982,"Edward Lewis and Mildred Lewis, Producers",FALSE,0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 53, 'name': 'Thriller'}]",39278,tt0896815,A man with plans to propose to his girlfriend hides an engagement ring in the ancient underwater ruins off Japan's Yonaguni Island. When he goes missing she must investigate and remember what happened.,Sam hoi tsam yan,1.104995,0,2008/6/12,1982/12/31
180,Missing,55,1982,"Edward Lewis and Mildred Lewis, Producers",FALSE,0,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",15600,tt0084335,Based on the real-life experiences of Ed Horman. A conservative American businessman travels to a South American country to investigate the sudden disappearance of his son after a right-wing military takeover. Accompanied by his son's wife he uncovers a trail of cover-ups that implicate the US State department which supports the right-wing dictatorship.,Missing,4.652888,1.40E+07,1982/2/12,1982/12/31
181,Missing,55,1982,"Edward Lewis and Mildred Lewis, Producers",FALSE,0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",52623,tt1133617,"Five members of the Missing Persons Task Force investigate the mysterious disappearance of 17-year-old Evi. While unraveling the girl's troubled relationship with her parents, which leaves her father as one of the prime suspects, they discover that her life had recently taken a bizarre turn, with the teenager seen at several sex parties, receiving expensive gifts from a shadowy new friend. Was Evi the victim of a pimp, or did her father discover his daughter's double life and lose control?",Vermist,0.229233,1,2007/1/1,1982/12/31
182,Mississippi Burning,61,1988,"Frederick Zollo and Robert F. Colesberry, Producers",FALSE,15000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",1632,tt0095647,"Two FBI agents investigating the murder of civil rights workers during the 60s seek to breach the conspiracy of silence in a small Southern town where segregation divides black and white. The younger agent trained in FBI school runs up against the small town ways of his, former Sheriff, partner.",Mississippi Burning,13.971865,34604000,1988/12/8,1988/12/31
183,Moneyball,84,2011,"Michael De Luca, Rachael Horovitz and Brad Pitt, Producers",FALSE,50000000,"[{'id': 18, 'name': 'Drama'}]",60308,tt1210166,"The story of Oakland Athletics general manager Billy Beane's successful attempt to put together a baseball team on a budget, by employing computer-generated analysis to draft his players.",Moneyball,15.785663,110206216,2011/9/22,2011/12/31
184,Moonlight,89,2016,"Adele Romanski, Dede Gardner and Jeremy Kleiner, Producers",TRUE,4000000,"[{'id': 18, 'name': 'Drama'}]",376867,tt4975722,"The tender, heartbreaking story of a young man?€?s struggle to find himself, told across three defining chapters in his life as he experiences the ecstasy, pain, and beauty of falling in love, while grappling with his own sexuality.",Moonlight,14.171675,65046687,2016/10/21,2016/12/31
185,Moonstruck,60,1987,"Patrick Palmer and Norman Jewison, Producers",FALSE,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",2039,tt0093565,"Cher is devastatingly funny, sinuous and beautiful as Loretta, an unlucky-in-love Italian widow who finds romance through the intervention of the Manhattan moon. With her wedding to a close friend just weeks away, she meets - and falls hopelessly in love with - his younger brother (Cage)!",Moonstruck,12.877291,80640528,1987/12/18,1987/12/31
186,Munich,78,2005,"Kathleen Kennedy, Steven Spielberg and Barry Mendel, Producers",FALSE,70000000,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 36, 'name': 'History'}, {'id': 53, 'name': 'Thriller'}]",612,tt0408306,"During the 1972 Olympic Games in Munich, eleven Israeli athletes are taken hostage and murdered by a Palestinian terrorist group known as Black September. In retaliation, the Israeli government recruits a group of Mossad agents to track down and execute those responsible for the attack.",Munich,9.668761,130358911,2005/12/22,2005/12/31
187,Mutiny on the Bounty,35,1962,"Aaron Rosenberg, Producer",FALSE,19000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",11085,tt0056264,"The Bounty leaves Portsmouth in 1787. Its destination: to sail to Tahiti and load bread-fruit. Captain Bligh will do anything to get there as fast as possible, using any means to keep up a strict discipline. When they arrive at Tahiti, it is like a paradise for the crew, something completely different than the living hell aboard the ship. On the way back to England, officer Fletcher Christian becomes the leader of a mutiny.",Mutiny on the Bounty,5.857488,13680000,1962/11/8,1962/12/31
188,My Fair Lady,37,1964,"Jack L. Warner, Producer",TRUE,17000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",11113,tt0058385,A misogynistic and snobbish phonetics professor agrees to a wager that he can take a flower girl and make her presentable in high society.,My Fair Lady,12.494394,72070731,1964/10/21,1964/12/31
189,Mystic River,76,2003,"Robert Lorenz, Judie G. Hoyt and Clint Eastwood, Producers",FALSE,25000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",322,tt0327056,"A story about friendship and loyalty, guilt and vengeance, and the fateful affect the past has on the present.",Mystic River,12.602438,156822020,2003/10/7,2003/12/31
190,Nashville,48,1975,"Robert Altman, Producer",FALSE,2200000,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",3121,tt0073440,This movie tells the intersecting stories of various people connected to the music business in Nashville. Barbara Jean is the reigning queen of Nashville but is near collapse. Linnea and Delbert Reese have a shaky marriage and 2 deaf children. Opal is a British journalist touring the area. These and other stories come together in a dramatic climax.,Nashville,9.042678,0,1975/6/11,1975/12/31
191,Nebraska,86,2013,"Albert Berger and Ron Yerxa, Producers",FALSE,12000000,"[{'id': 18, 'name': 'Drama'}, {'id': 12, 'name': 'Adventure'}]",129670,tt1821549,"An aging, booze-addled father takes a trip from Montana to Nebraska with his estranged son in order to claim what he believes to be a million-dollar sweepstakes prize.",Nebraska,11.160699,17654912,2013/9/21,2013/12/31
192,Network,49,1976,"Howard Gottfried, Producer",FALSE,3800000,"[{'id': 18, 'name': 'Drama'}]",10774,tt0074958,A TV network cynically exploits a deranged ex-TV anchor's ravings and revelations about the media for their own profit.,Network,13.180457,23689877,1976/11/1,1976/12/31
193,Nicholas and Alexandra,44,1971,"Sam Spiegel, Producer",FALSE,0,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",38646,tt0067483,"Biography of the last Russian Monarch, Tsar Nicholas II and his Tsarina, Alexandra.Czar Nicholas II, the inept monarch of Russia, insensitive to the needs of his people, is overthrown and exiled to Siberia with his family.",Nicholas and Alexandra,1.952752,0,1971/11/29,1971/12/31
194,No Country for Old Men,80,2007,"Scott Rudin, Ethan Coen and Joel Coen, Producers",TRUE,25000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",6977,tt0477348,"Llewelyn Moss stumbles upon dead bodies, $2 million and a hoard of heroin in a Texas desert, but methodical killer Anton Chigurh comes looking for it, with local sheriff Ed Tom Bell hot on his trail. The roles of prey and predator blur as the violent pursuit of money and justice collide.",No Country for Old Men,15.565484,171600000,2007/11/8,2007/12/31
195,Norma Rae,52,1979,"Tamara Asseyev and Alex Rose, Producers",FALSE,0,"[{'id': 18, 'name': 'Drama'}]",40842,tt0079638,"Norma Rae is a southern textile worker employed in a factory with intolerable working conditions. This concern about the situation gives her the gumption to be the key associate to a visiting labor union organizer. Together, they undertake the difficult, and possibly dangerous, struggle to unionize her factory.",Norma Rae,2.84023,22228000,1979/3/2,1979/12/31
196,Oliver!,41,1968,"John Woolf, Producer",TRUE,10000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 10402, 'name': 'Music'}]",17917,tt0063385,"Musical adaptation of Charles Dickens' Oliver Twist, a classic tale of an orphan who runs away from the workhouse and joins up with a group of boys headed by the Artful Dodger and trained to be pickpockets by master thief Fagin.",Oliver!,8.630078,37402877,1968/9/26,1968/12/31
197,On Golden Pond,54,1981,"Bruce Gilbert, Producer",FALSE,0,"[{'id': 18, 'name': 'Drama'}]",11816,tt0082846,"The loons are back again on Golden Pond and so are Norman Thayer, a retired professor, and Ethel who have had a summer cottage there since early in their marriage. This summer their daughter Chelsea -- whom they haven't seen for years -- feels she must be there for Norman's birthday. She and her fiance are on their way to Europe the next day but will be back in a couple of weeks to pick up the fiance's son. When she returns Chelsea is married and her stepson has the relationship with her father that she always wanted. Will father and daughter be able to communicate at last?",On Golden Pond,12.252186,19255967,1981/12/4,1981/12/31
198,Ordinary People,53,1980,"Ronald L. Schwary, Producer",TRUE,6000000,"[{'id': 18, 'name': 'Drama'}]",16619,tt0081283,"Beth, Calvin, and their son Conrad are living in the aftermath of the death of the other son. Conrad is overcome by grief and misplaced guilt to the extent of a suicide attempt. He is in therapy. Beth had always preferred his brother and is having difficulty being supportive to Conrad. Calvin is trapped between the two trying to hold the family together.",Ordinary People,8.934661,0,1980/9/19,1980/12/31
199,Out of Africa,58,1985,"Sydney Pollack, Producer",TRUE,31000000,"[{'id': 18, 'name': 'Drama'}]",606,tt0089755,"Out of Africa tells the story of the life of Danish author Karen Blixen, who at the beginning of the 20th century moved to Africa to build a new life for herself. The film is based on the autobiographical novel by Karen Blixen from 1937.",Out of Africa,14.004074,128499205,1985/12/20,1985/12/31
200,Patton,43,1970,"Frank McCarthy, Producer",TRUE,12000000,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",11202,tt0066206,"""Patton"" tells the tale of General George S. Patton, famous tank commander of World War II. The film begins with patton's career in North Africa and progresses through the invasion of Germany and the fall of the Third Reich. Side plots also speak of Patton's numerous faults such his temper and habit towards insubordination.",Patton,14.382289,89800000,1970/1/25,1970/12/31
201,Philomena,86,2013,"Gabrielle Tana, Steve Coogan and Tracey Seaward, Producers",FALSE,12000000,"[{'id': 18, 'name': 'Drama'}]",205220,tt2431286,"A woman searches for her adult son, who was taken away from her decades ago when she was forced to live in a convent.",Philomena,6.927182,100129872,2013/11/1,2013/12/31
202,Places in the Heart,57,1984,"Arlene Donovan, Producer",FALSE,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",13681,tt0087921,"In 1930s Southern US, a widow and her family try to run their cotton farm with the help of a disparate group of friends.",Places in the Heart,3.712567,0,1984/9/11,1984/12/31
203,Platoon,59,1986,"Arnold Kopelson, Producer",TRUE,6000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}, {'id': 28, 'name': 'Action'}]",792,tt0091763,"As a young and naive recruit in Vietnam, Chris Taylor faces a moral crisis when confronted with the horrors of war and the duality of man.",Platoon,18.206972,138530565,1986/12/18,1986/12/31
204,Prizzi's Honor,58,1985,"John Foreman, Producer",FALSE,0,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",2075,tt0089841,"A professional hit man and hit woman fall in love, only to discover that they have each been hired to kill the other.",Prizzi's Honor,7.506871,26657534,1985/6/14,1985/12/31
205,Pulp Fiction,67,1994,"Lawrence Bender, Producer",FALSE,8000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",680,tt0110912,"A burger-loving hit man, his philosophical partner, a drug-addled gangster's moll and a washed-up boxer converge in this sprawling, comedic crime caper. Their adventures unfurl in three stories that ingeniously trip back and forth in time.",Pulp Fiction,140.950236,213928762,1994/9/10,1994/12/31
206,Quiz Show,67,1994,"Robert Redford, Michael Jacobs, Julian Krainin and Michael Nozik, Producers",FALSE,0,"[{'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}]",11450,tt0110932,Quiz Show is a 1994 American historical drama film which tells the true story of the Twenty One quiz show scandal of the 1950s.,Quiz Show,7.772505,0,1994/9/16,1994/12/31
207,"Rachel, Rachel",41,1968,"Paul Newman, Producer",FALSE,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",42635,tt0063483,"Rachel is a 35 year old school teacher who has no man in her life and lives with her mother. When a man from the big city returns and asks her out, she begins to have to make decisions about her life and where she wants it to go.","Rachel, Rachel",1.464778,0,1968/1/1,1968/12/31
208,Raging Bull,53,1980,"Irwin Winkler and Robert Chartoff, Producers",FALSE,18000000,"[{'id': 18, 'name': 'Drama'}]",1578,tt0081398,"When Jake LaMotta steps into a boxing ring and obliterates his opponent, he's a prizefighter. But when he treats his family and friends the same way, he's a ticking time bomb, ready to go off at any moment. Though LaMotta wants his family's love, something always seems to come between them. Perhaps it's his violent bouts of paranoia and jealousy. This kind of rage helped make him a champ, but in real life, he winds up in the ring alone.",Raging Bull,8.868558,2.30E+07,1980/11/14,1980/12/31
209,Raiders of the Lost Ark,54,1981,"Frank Marshall, Producer",FALSE,18000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}]",85,tt0082971,"When Dr. Indiana Jones ?€? the tweed-suited professor who just happens to be a celebrated archaeologist ?€? is hired by the government to locate the legendary Ark of the Covenant, he finds himself up against the entire Nazi regime.",Raiders of the Lost Ark,19.901576,389925971,1981/6/12,1981/12/31
210,Rain Man,61,1988,"Mark Johnson, Producer",TRUE,25000000,"[{'id': 18, 'name': 'Drama'}]",380,tt0095953,Selfish yuppie Charlie Babbitt's father left a fortune to his savant brother Raymond and a pittance to Charlie; they travel cross-country.,Rain Man,11.267467,412800000,1988/12/11,1988/12/31
211,Ray,77,2004,"Taylor Hackford, Stuart Benjamin and Howard Baldwin, Producers",FALSE,40000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",1677,tt0350258,"Born on a sharecropping plantation in Northern Florida, Ray Charles went blind at seven. Inspired by a fiercely independent mom who insisted he make his own way, He found his calling and his gift behind a piano keyboard. Touring across the Southern musical circuit, the soulful singer gained a reputation and then exploded with worldwide fame when he pioneered couping gospel and country together.",Ray,10.603762,124731534,2004/10/29,2004/12/31
212,Reds,54,1981,"Warren Beatty, Producer",FALSE,32000000,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",18254,tt0082979,A radical American journalist becomes involved with the Communist revolution in Russia and hopes to bring its spirit and idealism to the United States.,Reds,5.463216,40382659,1981/12/25,1981/12/31
213,Rocky,49,1976,"Irwin Winkler and Robert Chartoff, Producers",TRUE,1000000,"[{'id': 18, 'name': 'Drama'}]",1366,tt0075148,"When world heavyweight boxing champion, Apollo Creed wants to give an unknown fighter a shot at the title as a publicity stunt, his handlers choose palooka Rocky Balboa, an uneducated collector for a Philadelphia loan shark. Rocky teams up with trainer  Mickey Goldmill to make the most of this once in a lifetime break.",Rocky,14.774066,117235147,1976/11/21,1976/12/31
214,Romeo and Juliet,41,1968,"Anthony Havelock-Allan and John Brabourne, Producers",FALSE,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",6003,tt0063518,"Director Franco Zeffirelli's beloved version of one of the most well-known love stories in the English language. Romeo Montague and Juliet Capulet fall in love against the wishes of their feuding families. Driven by their passion, the young lovers defy their destiny and elope, only to suffer the ultimate tragedy.",Romeo and Juliet,6.99099,38901218,1968/4/2,1968/12/31
215,Room,88,2015,"Ed Guiney, Producer",FALSE,6000000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",264644,tt3170832,Jack is a young boy of 5 years old who has lived all his life in one room. He believes everything within it are the only real things in the world. But what will happen when his Ma suddenly tells him that there are other things outside of Room?,Room,12.443291,35401758,2015/10/16,2015/12/31
216,Saving Private Ryan,71,1998,"Steven Spielberg, Ian Bryce, Mark Gordon and Gary Levinsohn, Producers",FALSE,70000000,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",857,tt0120815,"As U.S. troops storm the beaches of Normandy, three brothers lie dead on the battlefield, with a fourth trapped behind enemy lines. Ranger captain John Miller and seven men are tasked with penetrating German-held territory and bringing the boy home.",Saving Private Ryan,21.758054,481840909,1998/7/24,1998/12/31
217,Scent of a Woman,65,1992,"Martin Brest, Producer",FALSE,31000000,"[{'id': 18, 'name': 'Drama'}]",9475,tt0105323,"Charlie Simms (Chris O'Donnell) is a student at a private preparatory school who comes from a poor family. To earn the money for his flight home to Gresham, Oregon for Christmas, Charlie takes a job over Thanksgiving looking after retired U.S. Army officer Lieutenant Colonel Frank Slade (Al Pacino), a cantankerous middle-aged man who lives with his niece and her family.",Scent of a Woman,14.505987,134095253,1992/12/23,1992/12/31
218,Schindler's List,66,1993,"Steven Spielberg, Gerald R. Molen and Branko Lustig, Producers",TRUE,22000000,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",424,tt0108052,The true story of how businessman Oskar Schindler saved over a thousand Jewish lives from the Nazis while they worked as slaves in his factory during World War II.,Schindler's List,41.725123,321365567,1993/11/29,1993/12/31
219,Seabiscuit,76,2003,"Kathleen Kennedy, Frank Marshall and Gary Ross, Producers",FALSE,87000000,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",4464,tt0329575,True story of the undersized Depression-era racehorse whose victories lifted not only the spirits of the team behind it but also those of their nation.,Seabiscuit,7.851669,148336445,2003/7/22,2003/12/31
220,Secrets & Lies,69,1996,"Simon Channing-Williams, Producer",FALSE,4500000,"[{'id': 18, 'name': 'Drama'}]",11159,tt0117589,"A middle-aged London factory worker is shocked when the mixed-race daughter she gave up at birth decides to track her down. At first she denies she is her mother. All family members become emotional, as everyone's secrets are exposed.",Secrets & Lies,11.223572,13417292,1996/5/24,1996/12/31
221,Selma,87,2014,"Christian Colson, Oprah Winfrey, Dede Gardner and Jeremy Kleiner, Producers",FALSE,20000000,"[{'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}]",273895,tt1020072,"""Selma,"" as in Alabama, the place where segregation in the South was at its worst, leading to a march that ended in violence, forcing a famous statement by President Lyndon B. Johnson that ultimately led to the signing of the Civil Rights Act.",Selma,7.107071,66787908,2014/12/25,2014/12/31
222,Sense and Sensibility,68,1995,"Lindsay Doran, Producer",FALSE,0,"[{'id': 18, 'name': 'Drama'}]",315010,tt0847150,"This is the acclaimed 2008 BBC adaptation of the famous Jane Austen novel. While it originally aired as a 3-part miniseries, this home video release includes a single uninterrupted version of the entire film.",Sense and Sensibility,1.724436,0,2008/1/1,1995/12/31
223,Sense and Sensibility,68,1995,"Lindsay Doran, Producer",FALSE,16500000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",4584,tt0114388,"Rich Mr. Dashwood dies, leaving his second wife and her daughters poor by the rules of inheritance. Two daughters are the titular opposites.",Sense and Sensibility,10.673167,1.35E+08,1995/12/13,1995/12/31
224,Shakespeare in Love,71,1998,"David Parfitt, Donna Gigliotti, Harvey Weinstein, Edward Zwick and Marc Norman, Producers",TRUE,25000000,"[{'id': 10749, 'name': 'Romance'}, {'id': 36, 'name': 'History'}]",1934,tt0138097,"Young Shakespeare is forced to stage his latest comedy, ""Romeo and Ethel, the Pirate's Daughter,"" before it's even written. When a lovely noblewoman auditions for a role, they fall into forbidden love -- and his play finds a new life (and title). As their relationship progresses, Shakespeare's comedy soon transforms into tragedy.",Shakespeare in Love,13.813155,289317794,1998/12/11,1998/12/31
225,Shine,69,1996,"Jane Scott, Producer",FALSE,0,"[{'id': 18, 'name': 'Drama'}]",7863,tt0117631,"Pianist David Helfgott, driven by his father and teachers, has a breakdown. Years later he returns to the piano, to popular if not critical acclaim.",Shine,11.664053,0,1996/1/21,1996/12/31
226,Ship of Fools,38,1965,"Stanley Kramer, Producer",FALSE,0,"[{'id': 10752, 'name': 'War'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",30080,tt0059712,"Passengers on a ship traveling from Mexico to Europe in the 1930s represent society at large in that era. The crew is German, including the ship's Dr. Schumann, who falls in love with one of the passengers, La Condesa. A young American woman, Jenny, is traveling with the man she loves, David. Jenny is fascinated and puzzled by just who some of the other passengers are.",Ship of Fools,3.235694,0,1965/7/29,1965/12/31
227,Sideways,77,2004,"Michael London, Producer",FALSE,0,"[{'id': 10769, 'name': 'Foreign'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",128169,tt1236373,"Sideways A heartwarming tale of two old friends, on a journey to rediscover their friendship, life and themselves. Michio (Fumio Kohinata) a struggling, middleaged scriptwriter, who returns to the US to attend the wedding of his best friend. Daisuke (Katsuhisa Namase), who stayed in the California after college, had a brief stint of fame as Captain Ninja, a childrens action hero now manages a restaurant Together, they venture out on a weeklong road trip, ending up in the Napa Valley, where they serendipitously meet up with an old heart throb Mayuko (Kyoka Suzuki), whom Michio tutored during his exchange student days 20 years past, and her free spirited friend Mina (Rinko Kikuchi) raised in America. Michio under the impression that they were going wine tasting, soon discovers that Daisuke has ulterior motives for this last hurrah as a bachelor.",?????????????????????,0.056422,0,2009/10/31,2004/12/31
228,Sideways,77,2004,"Michael London, Producer",FALSE,16000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",9675,tt0375063,"Two middle-aged men embark on a spiritual journey through Californian wine country. One is an unpublished novelist suffering from depression, and the other is only days away from walking down the aisle.",Sideways,12.646518,109502303,2004/10/22,2004/12/31
229,Silver Linings Playbook,85,2012,"Donna Gigliotti, Bruce Cohen and Jonathan Gordon, Producers",FALSE,21000000,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",82693,tt1045658,"After spending eight months in a mental institution, a former teacher moves back in with his parents and tries to reconcile with his ex-wife.",Silver Linings Playbook,14.488111,205738714,2012/9/8,2012/12/31
230,Slumdog Millionaire,81,2008,"Christian Colson, Producer",TRUE,15000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",12405,tt1010048,"Jamal Malik is an impoverished Indian teen who becomes a contestant on the Hindi version of ?€?Who Wants to Be a Millionaire??€? but, after he wins, he is suspected of cheating.",Slumdog Millionaire,11.258181,377910544,2008/5/12,2008/12/31
231,Sounder,45,1972,"Robert B. Radnitz, Producer",FALSE,0,"[{'id': 18, 'name': 'Drama'}]",42489,tt0069303,"The Morgans, a loving and strong family of Black sharecroppers in Louisiana in 1933, face a serious family crisis when the husband and father, Nathan Lee Morgan, is convicted of a petty crime and sent to a prison camp. After some weeks or months, the wife and mother, Rebecca Morgan, sends the oldest son, who is about 11 years old, to visit his father at the camp. The trip becomes something of an odyssey for the boy. During the journey he stays a little while with a dedicated Black schoolteacher.",Sounder,0.684483,0,1972/9/24,1972/12/31
232,Sounder,45,1972,"Robert B. Radnitz, Producer",FALSE,0,[],168647,tt0324030,"This is a coming-of-age story of a boy living in the Depression era of the South. ""Boy"" (Daniel Lee Robertson III) learns the hard way about the realities of being black, poor and unable to read. But he also learns about the deep love of family, the long-suffering loyalty of a dog and the importance of words, faith, stories &amp; truth.",Sounder,0.641964,0,2003/1/19,1972/12/31
233,Spotlight,88,2015,"Michael Sugar, Steve Golin, Nicole Rocklin and Blye Pagon Faust, Producers",TRUE,20000000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 36, 'name': 'History'}]",314365,tt1895587,"The true story of how The Boston Globe uncovered the massive scandal of child abuse and the cover-up within the local Catholic Archdiocese, shaking the entire Catholic Church to its core.",Spotlight,14.63239,88346473,2015/11/6,2015/12/31
234,Star Wars,50,1977,"Gary Kurtz, Producer",FALSE,11000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",11,tt0076759,Princess Leia is captured and held hostage by the evil Imperial forces in their effort to take over the galactic Empire. Venturesome Luke Skywalker and dashing captain Han Solo team together with the loveable robot duo R2-D2 and C-3PO to rescue the beautiful princess and restore peace and justice in the Empire.,Star Wars,42.149697,775398007,1977/5/25,1977/12/31
235,Taxi Driver,49,1976,"Michael Phillips and Julia Phillips, Producers",FALSE,1300000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",103,tt0075314,"A mentally unstable Vietnam War veteran works as a night-time taxi driver in New York City where the perceived decadence and sleaze feeds his urge for violent action, attempting to save a preadolescent prostitute in the process.",Taxi Driver,14.092713,28262574,1976/2/7,1976/12/31
236,Tender Mercies,56,1983,"Philip S. Hobel, Producer",FALSE,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",42121,tt0086423,Alchoholic former country singer Mac Sledge makes friends with a young widow and her son. The friendship enables him to find inspiration to resume his career.,Tender Mercies,1.160488,0,1983/4/2,1983/12/31
