,Name,Movie,Edition,Year of award,Award,Win?,bioID,movieID,movieLink,bioLink,tconst,averageRating,numVotes
146,Carole Lombard,My Man Godfrey,9,1937,LeadingActress,False,nm0001479,tt0028010,https://www.imdb.com/title/tt0028010/,https://www.imdb.com/name/nm0001479/,tt0028010,8.0,19525
147,Gregory La Cava,My Man Godfrey,9,1937,Director,False,nm0478441,tt0028010,https://www.imdb.com/title/tt0028010/,https://www.imdb.com/name/nm0478441/,tt0028010,8.0,19525
148,Spencer Tracy,San Francisco,9,1937,LeadingActor,False,nm0000075,tt0028216,https://www.imdb.com/title/tt0028216/,https://www.imdb.com/name/nm0000075/,tt0028216,7.2,4640
149,W. S. Van Dyke,San Francisco,9,1937,Director,False,nm0886754,tt0028216,https://www.imdb.com/title/tt0028216/,https://www.imdb.com/name/nm0886754/,tt0028216,7.2,4640
150,Irene Dunne,Theodora Goes Wild,9,1937,LeadingActress,False,nm0002050,tt0028355,https://www.imdb.com/title/tt0028355/,https://www.imdb.com/name/nm0002050/,tt0028355,7.2,2012
151,Gladys George,Valiant Is the Word for Carrie,9,1937,LeadingActress,False,nm0313438,tt0028455,https://www.imdb.com/title/tt0028455/,https://www.imdb.com/name/nm0313438/,tt0028455,6.1,156
152,Luise Rainer,The Great Ziegfeld,9,1937,LeadingActress,True,nm0707023,tt0027698,https://www.imdb.com/title/tt0027698/,https://www.imdb.com/name/nm0707023/,tt0027698,6.7,6719
153,Robert Z. Leonard,The Great Ziegfeld,9,1937,Director,False,nm0502752,tt0027698,https://www.imdb.com/title/tt0027698/,https://www.imdb.com/name/nm0502752/,tt0027698,6.7,6719
154,Norma Shearer,Romeo and Juliet,9,1937,LeadingActress,False,nm0790454,tt0028203,https://www.imdb.com/title/tt0028203/,https://www.imdb.com/name/nm0790454/,tt0028203,6.5,1633
155,Gaetano Gaudio,Anthony Adverse,9,1937,Cinematography,True,nm0309974,tt0027300,https://www.imdb.com/title/tt0027300/,https://www.imdb.com/name/nm0309974/,tt0027300,6.3,1527
156,Victor Milner,The General Died at Dawn,9,1937,Cinematography,False,nm0005800,tt0027664,https://www.imdb.com/title/tt0027664/,https://www.imdb.com/name/nm0005800/,tt0027664,6.6,985
157,George Folsey,The Gorgeous Hussy,9,1937,Cinematography,False,nm0284390,tt0027690,https://www.imdb.com/title/tt0027690/,https://www.imdb.com/name/nm0284390/,tt0027690,5.7,968
158,Charles Boyer,Conquest,10,1938,LeadingActor,False,nm0000964,tt0028739,https://www.imdb.com/title/tt0028739/,https://www.imdb.com/name/nm0000964/,tt0028739,6.6,1280
159,Fredric March,A Star Is Born,10,1938,LeadingActor,False,nm0545298,tt0029606,https://www.imdb.com/title/tt0029606/,https://www.imdb.com/name/nm0545298/,tt0029606,7.3,8114
160,Janet Gaynor,A Star Is Born,10,1938,LeadingActress,False,nm0310980,tt0029606,https://www.imdb.com/title/tt0029606/,https://www.imdb.com/name/nm0310980/,tt0029606,7.3,8114
161,William Wellman,A Star Is Born,10,1938,Director,False,nm0920074,tt0029606,https://www.imdb.com/title/tt0029606/,https://www.imdb.com/name/nm0920074/,tt0029606,7.3,8114
162,Robert Montgomery,Night Must Fall,10,1938,LeadingActor,False,nm0599910,tt0029310,https://www.imdb.com/title/tt0029310/,https://www.imdb.com/name/nm0599910/,tt0029310,7.3,2021
163,Paul Muni,The Life of Emile Zola,10,1938,LeadingActor,False,nm0612847,tt0029146,https://www.imdb.com/title/tt0029146/,https://www.imdb.com/name/nm0612847/,tt0029146,7.2,6604
164,William Dieterle,The Life of Emile Zola,10,1938,Director,False,nm0226189,tt0029146,https://www.imdb.com/title/tt0029146/,https://www.imdb.com/name/nm0226189/,tt0029146,7.2,6604
165,Spencer Tracy,Captains Courageous,10,1938,LeadingActor,True,nm0000075,tt0028691,https://www.imdb.com/title/tt0028691/,https://www.imdb.com/name/nm0000075/,tt0028691,8.0,8176
166,Irene Dunne,The Awful Truth,10,1938,LeadingActress,False,nm0002050,tt0028597,https://www.imdb.com/title/tt0028597/,https://www.imdb.com/name/nm0002050/,tt0028597,7.7,16712
167,Leo McCarey,The Awful Truth,10,1938,Director,True,nm0564970,tt0028597,https://www.imdb.com/title/tt0028597/,https://www.imdb.com/name/nm0564970/,tt0028597,7.7,16712
168,Greta Garbo,Camille,10,1938,LeadingActress,False,nm0001256,tt0028683,https://www.imdb.com/title/tt0028683/,https://www.imdb.com/name/nm0001256/,tt0028683,7.4,6916
169,Luise Rainer,The Good Earth,10,1938,LeadingActress,True,nm0707023,tt0028944,https://www.imdb.com/title/tt0028944/,https://www.imdb.com/name/nm0707023/,tt0028944,7.5,4298
170,Karl Freund,The Good Earth,10,1938,Cinematography,True,nm0005713,tt0028944,https://www.imdb.com/title/tt0028944/,https://www.imdb.com/name/nm0005713/,tt0028944,7.5,4298
171,Sidney Franklin,The Good Earth,10,1938,Director,False,nm0291548,tt0028944,https://www.imdb.com/title/tt0028944/,https://www.imdb.com/name/nm0291548/,tt0028944,7.5,4298
172,Barbara Stanwyck,Stella Dallas,10,1938,LeadingActress,False,nm0001766,tt0029608,https://www.imdb.com/title/tt0029608/,https://www.imdb.com/name/nm0001766/,tt0029608,7.4,4248
173,Gregg Toland,Dead End,10,1938,Cinematography,False,nm0005904,tt0028773,https://www.imdb.com/title/tt0028773/,https://www.imdb.com/name/nm0005904/,tt0028773,7.3,5827
174,Joseph Valentine,Wings over Honolulu,10,1938,Cinematography,False,nm0884252,tt0029784,https://www.imdb.com/title/tt0029784/,https://www.imdb.com/name/nm0884252/,tt0029784,5.4,48
175,Gregory La Cava,Stage Door,10,1938,Director,False,nm0478441,tt0029604,https://www.imdb.com/title/tt0029604/,https://www.imdb.com/name/nm0478441/,tt0029604,7.7,7225
176,Charles Boyer,Algiers,11,1939,LeadingActor,False,nm0000964,tt0029855,https://www.imdb.com/title/tt0029855/,https://www.imdb.com/name/nm0000964/,tt0029855,6.7,2303
177,James Wong Howe,Algiers,11,1939,Cinematography,False,nm0002146,tt0029855,https://www.imdb.com/title/tt0029855/,https://www.imdb.com/name/nm0002146/,tt0029855,6.7,2303
178,James Cagney,Angels with Dirty Faces,11,1939,LeadingActor,False,nm0000010,tt0029870,https://www.imdb.com/title/tt0029870/,https://www.imdb.com/name/nm0000010/,tt0029870,7.9,18900
179,Robert Donat,The Citadel,11,1939,LeadingActor,False,nm0232196,tt0029995,https://www.imdb.com/title/tt0029995/,https://www.imdb.com/name/nm0232196/,tt0029995,7.1,1737
180,King Vidor,The Citadel,11,1939,Director,False,nm0896542,tt0029995,https://www.imdb.com/title/tt0029995/,https://www.imdb.com/name/nm0896542/,tt0029995,7.1,1737
181,Leslie Howard,Pygmalion,11,1939,LeadingActor,False,nm0001366,tt0030637,https://www.imdb.com/title/tt0030637/,https://www.imdb.com/name/nm0001366/,tt0030637,7.8,7392
182,Wendy Hiller,Pygmalion,11,1939,LeadingActress,False,nm0384908,tt0030637,https://www.imdb.com/title/tt0030637/,https://www.imdb.com/name/nm0384908/,tt0030637,7.8,7392
183,Spencer Tracy,Boys Town,11,1939,LeadingActor,True,nm0000075,tt0029942,https://www.imdb.com/title/tt0029942/,https://www.imdb.com/name/nm0000075/,tt0029942,7.3,4884
184,Norman Taurog,Boys Town,11,1939,Director,False,nm0851537,tt0029942,https://www.imdb.com/title/tt0029942/,https://www.imdb.com/name/nm0851537/,tt0029942,7.3,4884
185,Fay Bainter,White Banners,11,1939,LeadingActress,False,nm0047810,tt0030973,https://www.imdb.com/title/tt0030973/,https://www.imdb.com/name/nm0047810/,tt0030973,6.9,354
186,Bette Davis,Jezebel,11,1939,LeadingActress,True,nm0000012,tt0030287,https://www.imdb.com/title/tt0030287/,https://www.imdb.com/name/nm0000012/,tt0030287,7.5,11216
187,Ernest Haller,Jezebel,11,1939,Cinematography,False,nm0005735,tt0030287,https://www.imdb.com/title/tt0030287/,https://www.imdb.com/name/nm0005735/,tt0030287,7.5,11216
188,Norma Shearer,Marie Antoinette,11,1939,LeadingActress,False,nm0790454,tt0030418,https://www.imdb.com/title/tt0030418/,https://www.imdb.com/name/nm0790454/,tt0030418,7.4,2541
189,Margaret Sullavan,Three Comrades,11,1939,LeadingActress,False,nm0837925,tt0030865,https://www.imdb.com/title/tt0030865/,https://www.imdb.com/name/nm0837925/,tt0030865,7.3,1584
190,"Ernest Miller, Harry Wild",Army Girl,11,1939,Cinematography,False,nm0588318,tt0029880,https://www.imdb.com/title/tt0029880/,https://www.imdb.com/name/nm0588318/,tt0029880,5.5,59
191,Victor Milner,The Buccaneer,11,1939,Cinematography,False,nm0005800,tt0029950,https://www.imdb.com/title/tt0029950/,https://www.imdb.com/name/nm0005800/,tt0029950,6.6,588
192,Joseph Ruttenberg,The Great Waltz,11,1939,Cinematography,True,nm0005853,tt0030202,https://www.imdb.com/title/tt0030202/,https://www.imdb.com/name/nm0005853/,tt0030202,6.6,979
193,Joseph Valentine,Mad about Music,11,1939,Cinematography,False,nm0884252,tt0030395,https://www.imdb.com/title/tt0030395/,https://www.imdb.com/name/nm0884252/,tt0030395,7.1,381
194,Norbert Brodine,Merrily We Live,11,1939,Cinematography,False,nm0005661,tt0030442,https://www.imdb.com/title/tt0030442/,https://www.imdb.com/name/nm0005661/,tt0030442,7.4,1467
195,Peverell Marley,Suez,11,1939,Cinematography,False,nm0549132,tt0030811,https://www.imdb.com/title/tt0030811/,https://www.imdb.com/name/nm0549132/,tt0030811,6.7,675
196,Robert de Grasse,Vivacious Lady,11,1939,Cinematography,False,nm0002568,tt0030944,https://www.imdb.com/title/tt0030944/,https://www.imdb.com/name/nm0002568/,tt0030944,7.3,2947
197,Joseph Walker,You Can't Take It with You,11,1939,Cinematography,False,nm4583866,tt0030993,https://www.imdb.com/title/tt0030993/,https://www.imdb.com/name/nm4583866/,tt0030993,7.9,21959
198,Frank Capra,You Can't Take It with You,11,1939,Director,True,nm0001008,tt0030993,https://www.imdb.com/title/tt0030993/,https://www.imdb.com/name/nm0001008/,tt0030993,7.9,21959
199,Leon Shamroy,The Young in Heart,11,1939,Cinematography,False,nm0005872,tt0031002,https://www.imdb.com/title/tt0031002/,https://www.imdb.com/name/nm0005872/,tt0031002,7.3,1173
200,Michael Curtiz,Four Daughters,11,1939,Director,False,nm0002031,tt0030149,https://www.imdb.com/title/tt0030149/,https://www.imdb.com/name/nm0002031/,tt0030149,6.9,1607
201,Robert Donat,"Goodbye, Mr. Chips",12,1940,LeadingActor,True,nm0232196,tt0031385,https://www.imdb.com/title/tt0031385/,https://www.imdb.com/name/nm0232196/,tt0031385,7.9,9277
202,Greer Garson,"Goodbye, Mr. Chips",12,1940,LeadingActress,False,nm0002093,tt0031385,https://www.imdb.com/title/tt0031385/,https://www.imdb.com/name/nm0002093/,tt0031385,7.9,9277
203,Sam Wood,"Goodbye, Mr. Chips",12,1940,Director,False,nm0939992,tt0031385,https://www.imdb.com/title/tt0031385/,https://www.imdb.com/name/nm0939992/,tt0031385,7.9,9277
204,Clark Gable,Gone with the Wind,12,1940,LeadingActor,False,nm0000022,tt0031381,https://www.imdb.com/title/tt0031381/,https://www.imdb.com/name/nm0000022/,tt0031381,8.1,273341
205,Vivien Leigh,Gone with the Wind,12,1940,LeadingActress,True,nm0000046,tt0031381,https://www.imdb.com/title/tt0031381/,https://www.imdb.com/name/nm0000046/,tt0031381,8.1,273341
206,"Ernest Haller, Ray Rennahan",Gone with the Wind,12,1940,Cinematography,True,nm0005735,tt0031381,https://www.imdb.com/title/tt0031381/,https://www.imdb.com/name/nm0005735/bio,tt0031381,8.1,273341
207,Victor Fleming,Gone with the Wind,12,1940,Director,True,nm0281808,tt0031381,https://www.imdb.com/title/tt0031381/,https://www.imdb.com/name/nm0281808/,tt0031381,8.1,273341
208,Laurence Olivier,Wuthering Heights,12,1940,LeadingActor,False,nm0000059,tt0032145,https://www.imdb.com/title/tt0032145/,https://www.imdb.com/name/nm0000059/,tt0032145,7.6,15423
209,Gregg Toland,Wuthering Heights,12,1940,Cinematography,True,nm0005904,tt0032145,https://www.imdb.com/title/tt0032145/,https://www.imdb.com/name/nm0005904/,tt0032145,7.6,15423
210,William Wyler,Wuthering Heights,12,1940,Director,False,nm0943758,tt0032145,https://www.imdb.com/title/tt0032145/,https://www.imdb.com/name/nm0943758/,tt0032145,7.6,15423
211,Mickey Rooney,Babes in Arms,12,1940,LeadingActor,False,nm0001682,tt0031066,https://www.imdb.com/title/tt0031066/,https://www.imdb.com/name/nm0001682/,tt0031066,6.4,2198
212,James Stewart,Mr. Smith Goes to Washington,12,1940,LeadingActor,False,nm0000071,tt0031679,https://www.imdb.com/title/tt0031679/,https://www.imdb.com/name/nm0000071/,tt0031679,8.1,101364
213,Frank Capra,Mr. Smith Goes to Washington,12,1940,Director,False,nm0001008,tt0031679,https://www.imdb.com/title/tt0031679/,https://www.imdb.com/name/nm0001008/,tt0031679,8.1,101364
214,Bette Davis,Dark Victory,12,1940,LeadingActress,False,nm0000012,tt0031210,https://www.imdb.com/title/tt0031210/,https://www.imdb.com/name/nm0000012/,tt0031210,7.5,9366
215,Irene Dunne,Love Affair,12,1940,LeadingActress,False,nm0002050,tt0031593,https://www.imdb.com/title/tt0031593/,https://www.imdb.com/name/nm0002050/,tt0031593,7.3,4053
216,Greta Garbo,Ninotchka,12,1940,LeadingActress,False,nm0001256,tt0031725,https://www.imdb.com/title/tt0031725/,https://www.imdb.com/name/nm0001256/,tt0031725,7.9,17858
217,Joseph Valentine,First Love,12,1940,Cinematography,True,nm0884252,tt0031311,https://www.imdb.com/title/tt0031311/,https://www.imdb.com/name/nm0884252/,tt0031311,7.0,569
218,Victor Milner,The Great Victor Herbert,12,1940,Cinematography,True,nm0005800,tt0031393,https://www.imdb.com/title/tt0031393/,https://www.imdb.com/name/nm0005800/,tt0031393,6.4,57
219,Joseph H. August,Gunga Din,12,1940,Cinematography,True,nm0005641,tt0031398,https://www.imdb.com/title/tt0031398/,https://www.imdb.com/name/nm0005641/,tt0031398,7.4,10417
220,Tony Gaudio,Juarez,12,1940,Cinematography,True,nm0309974,tt0031516,https://www.imdb.com/title/tt0031516/,https://www.imdb.com/name/nm0309974/,tt0031516,7.0,1855
221,George Folsey,Lady of the Tropics,12,1940,Cinematography,True,nm0284390,tt0031549,https://www.imdb.com/title/tt0031549/,https://www.imdb.com/name/nm0284390/,tt0031549,6.2,472
222,Norbert Brodine,Of Mice and Men,12,1940,Cinematography,True,nm0005661,tt0031742,https://www.imdb.com/title/tt0031742/,https://www.imdb.com/name/nm0005661/,tt0031742,7.9,5208
223,Joseph Walker,Only Angels Have Wings,12,1940,Cinematography,True,nm4583866,tt0031762,https://www.imdb.com/title/tt0031762/,https://www.imdb.com/name/nm4583866/,tt0031762,7.7,11533
224,Arthur Miller,The Rains Came,12,1940,Cinematography,True,nm0007186,tt0031835,https://www.imdb.com/title/tt0031835/,https://www.imdb.com/name/nm0007186/,tt0031835,6.9,1745
225,Bert Glennon,Stagecoach,12,1940,Cinematography,False,nm0322688,tt0031971,https://www.imdb.com/title/tt0031971/,https://www.imdb.com/name/nm0322688/,tt0031971,7.9,40093
226,John Ford,Stagecoach,12,1940,Director,False,nm0000406,tt0031971,https://www.imdb.com/title/tt0031971/,https://www.imdb.com/name/nm0000406/,tt0031971,7.9,40093
227,"Ray Rennahan, Bert Glennon",Drums along the Mohawk,12,1940,Cinematography,True,nm0005840,tt0031252,https://www.imdb.com/title/tt0031252/,https://www.imdb.com/name/nm0005840/bio,tt0031252,7.1,5287
228,"Georges Perinal, Osmond Borradaile",Four Feathers,12,1940,Cinematography,True,nm0097306,tt0031334,https://www.imdb.com/title/tt0031334/,https://www.imdb.com/name/nm0097306/,tt0031334,7.5,5248
229,"William V. Skall, Bernard Knowles",The Mikado,12,1940,Cinematography,True,nm0005877,tt0031650,https://www.imdb.com/title/tt0031650/,https://www.imdb.com/name/nm0005877/,tt0031650,6.4,605
230,"Sol Polito, W. Howard Greene",The Private Lives of Elizabeth and Essex,12,1940,Cinematography,False,nm0005835,tt0031826,https://www.imdb.com/title/tt0031826/,https://www.imdb.com/name/nm0005835/,tt0031826,7.1,4774
231,Hal Rosson,The Wizard of Oz,12,1940,Cinematography,True,nm0005849,tt0032138,https://www.imdb.com/title/tt0032138/,https://www.imdb.com/name/nm0005849/,tt0032138,8.0,360257
232,Charles Chaplin,The Great Dictator,13,1941,LeadingActor,False,nm0000122,tt0032553,https://www.imdb.com/title/tt0032553/,https://www.imdb.com/name/nm0000122/,tt0032553,8.4,189630
233,Henry Fonda,The Grapes of Wrath,13,1941,LeadingActor,False,nm0000020,tt0032551,https://www.imdb.com/title/tt0032551/,https://www.imdb.com/name/nm0000020/,tt0032551,8.0,82971
234,John Ford,The Grapes of Wrath,13,1941,Director,True,nm0000406,tt0032551,https://www.imdb.com/title/tt0032551/,https://www.imdb.com/name/nm0000406/,tt0032551,8.0,82971
235,Raymond Massey,Abe Lincoln in Illinois,13,1941,LeadingActor,False,nm0557339,tt0032181,https://www.imdb.com/title/tt0032181/,https://www.imdb.com/name/nm0557339/,tt0032181,7.3,1576
236,James Wong Howe,Abe Lincoln in Illinois,13,1941,Cinematography,False,nm0002146,tt0032181,https://www.imdb.com/title/tt0032181/,https://www.imdb.com/name/nm0002146/,tt0032181,7.3,1576
237,Laurence Olivier,Rebecca,13,1941,LeadingActor,False,nm0000059,tt0032976,https://www.imdb.com/title/tt0032976/,https://www.imdb.com/name/nm0000059/,tt0032976,8.1,114853
238,Joan Fontaine,Rebecca,13,1941,LeadingActress,False,nm0000021,tt0032976,https://www.imdb.com/title/tt0032976/,https://www.imdb.com/name/nm0000021/,tt0032976,8.1,114853
239,George Barnes,Rebecca,13,1941,Cinematography,True,nm0055604,tt0032976,https://www.imdb.com/title/tt0032976/,https://www.imdb.com/name/nm0055604/,tt0032976,8.1,114853
240,Alfred Hitchcock,Rebecca,13,1941,Director,False,nm0000033,tt0032976,https://www.imdb.com/title/tt0032976/,https://www.imdb.com/name/nm0000033/,tt0032976,8.1,114853
241,James Stewart,The Philadelphia Story,13,1941,LeadingActor,True,nm0000071,tt0032904,https://www.imdb.com/title/tt0032904/,https://www.imdb.com/name/nm0000071/,tt0032904,7.9,60252
242,Katharine Hepburn,The Philadelphia Story,13,1941,LeadingActress,False,nm0000031,tt0032904,https://www.imdb.com/title/tt0032904/,https://www.imdb.com/name/nm0000031/,tt0032904,7.9,60252
243,George Cukor,The Philadelphia Story,13,1941,Director,False,nm0002030,tt0032904,https://www.imdb.com/title/tt0032904/,https://www.imdb.com/name/nm0002030/,tt0032904,7.9,60252
244,Bette Davis,The Letter,13,1941,LeadingActress,False,nm0000012,tt0032701,https://www.imdb.com/title/tt0032701/,https://www.imdb.com/name/nm0000012/,tt0032701,7.6,10908
245,Gaetano (Tony) Gaudio,The Letter,13,1941,Cinematography,False,nm0309974,tt0032701,https://www.imdb.com/title/tt0032701/,https://www.imdb.com/name/nm0309974/,tt0032701,7.6,10908
246,William Wyler,The Letter,13,1941,Director,False,nm0943758,tt0032701,https://www.imdb.com/title/tt0032701/,https://www.imdb.com/name/nm0943758/,tt0032701,7.6,10908
247,Ginger Rogers,Kitty Foyle,13,1941,LeadingActress,True,nm0001677,tt0032671,https://www.imdb.com/title/tt0032671/,https://www.imdb.com/name/nm0001677/,tt0032671,7.0,2966
248,Sam Wood,Kitty Foyle,13,1941,Director,False,nm0939992,tt0032671,https://www.imdb.com/title/tt0032671/,https://www.imdb.com/name/nm0939992/,tt0032671,7.0,2966
249,Martha Scott,Our Town,13,1941,LeadingActress,False,nm0779549,tt0032881,https://www.imdb.com/title/tt0032881/,https://www.imdb.com/name/nm0779549/,tt0032881,6.6,2195
250,Ernest Haller,"All This, and Heaven Too",13,1941,Cinematography,False,nm0005735,tt0032194,https://www.imdb.com/title/tt0032194/,https://www.imdb.com/name/nm0005735/,tt0032194,7.5,4100
251,"Charles B. Lang, Jr.","Arise, My Love",13,1941,Cinematography,False,nm0485702,tt0032220,https://www.imdb.com/title/tt0032220/,https://www.imdb.com/name/nm0485702/,tt0032220,6.8,663
252,Harold Rosson,Boom Town,13,1941,Cinematography,False,nm0005849,tt0032273,https://www.imdb.com/title/tt0032273/,https://www.imdb.com/name/nm0005849/,tt0032273,7.1,2905
253,Rudolph Mat̩,Foreign Correspondent,13,1941,Cinematography,False,nm0005789,tt0032484,https://www.imdb.com/title/tt0032484/,https://www.imdb.com/name/nm0005789/,tt0032484,7.5,17108
254,Gregg Toland,The Long Voyage Home,13,1941,Cinematography,False,nm0005904,tt0032728,https://www.imdb.com/title/tt0032728/,https://www.imdb.com/name/nm0005904/,tt0032728,7.0,3582
255,Joseph Valentine,Spring Parade,13,1941,Cinematography,False,nm0884252,tt0033095,https://www.imdb.com/title/tt0033095/,https://www.imdb.com/name/nm0884252/,tt0033095,6.7,260
256,Joseph Ruttenberg,Waterloo Bridge,13,1941,Cinematography,False,nm0005853,tt0033238,https://www.imdb.com/title/tt0033238/,https://www.imdb.com/name/nm0005853/,tt0033238,7.8,8407
257,"Oliver T. Marsh, Allen Davey",Bitter Sweet,13,1941,Cinematography,False,nm0005784,tt0032256,https://www.imdb.com/title/tt0032256/,https://www.imdb.com/name/nm0005784/,tt0032256,5.9,408
